,value
2017-05-19 00:00:00+00:00,101401357.20999995
2017-05-22 00:00:00+00:00,102212646.07999994
2017-05-23 00:00:00+00:00,103446274.62999995
2017-05-24 00:00:00+00:00,103272277.10999995
2017-05-25 00:00:00+00:00,105876102.13999994
2017-05-26 00:00:00+00:00,105790573.57999994
2017-05-31 00:00:00+00:00,106095522.85999994
2017-06-01 00:00:00+00:00,106801396.28999995
2017-06-02 00:00:00+00:00,105947912.87999994
2017-06-05 00:00:00+00:00,104915165.50999995
2017-06-06 00:00:00+00:00,105548167.09999995
2017-06-07 00:00:00+00:00,106260873.71999994
2017-06-08 00:00:00+00:00,107195150.31999993
2017-06-09 00:00:00+00:00,107735875.16999993
2017-06-12 00:00:00+00:00,107696102.80999993
2017-06-13 00:00:00+00:00,107453172.26999994
2017-06-14 00:00:00+00:00,106237101.05999994
2017-06-15 00:00:00+00:00,105588347.72999993
2017-06-16 00:00:00+00:00,105412118.33999993
2017-06-19 00:00:00+00:00,106557636.15999994
2017-06-20 00:00:00+00:00,106160147.69999993
2017-06-21 00:00:00+00:00,107090415.30999993
2017-06-22 00:00:00+00:00,107898577.12999994
2017-06-23 00:00:00+00:00,108377906.16999993
2017-06-26 00:00:00+00:00,108957555.94999993
2017-06-27 00:00:00+00:00,109420447.65999994
2017-06-28 00:00:00+00:00,108725415.97999994
2017-06-29 00:00:00+00:00,109361159.87999994
2017-06-30 00:00:00+00:00,109219132.01999995
2017-07-03 00:00:00+00:00,108580016.48999995
2017-07-04 00:00:00+00:00,107635619.80999996
2017-07-05 00:00:00+00:00,109157014.06999995
2017-07-06 00:00:00+00:00,109421164.26999995
2017-07-07 00:00:00+00:00,109118603.04999995
2017-07-10 00:00:00+00:00,109372538.04999995
2017-07-11 00:00:00+00:00,110335612.52999997
2017-07-12 00:00:00+00:00,109901729.94999996
2017-07-13 00:00:00+00:00,111424115.93999995
2017-07-14 00:00:00+00:00,112338374.45999995
2017-07-17 00:00:00+00:00,112621290.07999994
2017-07-18 00:00:00+00:00,112331256.19999994
2017-07-19 00:00:00+00:00,113716905.15999994
2017-07-20 00:00:00+00:00,113957318.83999996
2017-07-21 00:00:00+00:00,112895172.44999996
2017-07-24 00:00:00+00:00,113502471.44999996
2017-07-25 00:00:00+00:00,113042855.54999997
2017-07-26 00:00:00+00:00,112768856.20999996
2017-07-27 00:00:00+00:00,112772406.05999997
2017-07-28 00:00:00+00:00,112726889.60999995
2017-07-31 00:00:00+00:00,112797118.29999997
2017-08-01 00:00:00+00:00,114571255.57999997
2017-08-02 00:00:00+00:00,114537362.88999997
2017-08-03 00:00:00+00:00,113146280.29999998
2017-08-04 00:00:00+00:00,112398108.25999998
2017-08-07 00:00:00+00:00,112641116.83999999
2017-08-08 00:00:00+00:00,112706266.73999998
2017-08-09 00:00:00+00:00,112107827.25999999
2017-08-10 00:00:00+00:00,111727246.1
2017-08-11 00:00:00+00:00,110100477.25
2017-08-14 00:00:00+00:00,110923134.84
2017-08-15 00:00:00+00:00,111483406.22000003
2017-08-16 00:00:00+00:00,111066761.31000002
2017-08-17 00:00:00+00:00,111435650.36000001
2017-08-18 00:00:00+00:00,111852175.37000003
2017-08-21 00:00:00+00:00,111793174.35000002
2017-08-22 00:00:00+00:00,112874071.96000004
2017-08-23 00:00:00+00:00,113533799.57000002
2017-08-24 00:00:00+00:00,112990916.74000004
2017-08-25 00:00:00+00:00,115417358.36000001
2017-08-28 00:00:00+00:00,116642107.13000003
2017-08-29 00:00:00+00:00,116749571.64000003
2017-08-30 00:00:00+00:00,116308077.88000003
2017-08-31 00:00:00+00:00,115757172.56000003
2017-09-01 00:00:00+00:00,115473477.96000004
2017-09-04 00:00:00+00:00,115489361.51000004
2017-09-05 00:00:00+00:00,115889656.04000004
2017-09-06 00:00:00+00:00,115258124.94000003
2017-09-07 00:00:00+00:00,114350147.35000002
2017-09-08 00:00:00+00:00,114142058.95000003
2017-09-11 00:00:00+00:00,113660324.92000003
2017-09-12 00:00:00+00:00,114378418.16000003
2017-09-13 00:00:00+00:00,114181768.89000003
2017-09-14 00:00:00+00:00,113582906.99000002
2017-09-15 00:00:00+00:00,113400323.33000003
2017-09-18 00:00:00+00:00,113623126.64000002
2017-09-19 00:00:00+00:00,113482145.79000002
2017-09-20 00:00:00+00:00,113167524.41000003
2017-09-21 00:00:00+00:00,113663590.21000002
2017-09-22 00:00:00+00:00,113804466.59000002
2017-09-25 00:00:00+00:00,113869071.15000002
2017-09-26 00:00:00+00:00,113823999.95000002
2017-09-27 00:00:00+00:00,113085532.25000001
2017-09-28 00:00:00+00:00,113074993.85000002
2017-09-29 00:00:00+00:00,113520714.95000002
2017-10-09 00:00:00+00:00,114318217.05000003
2017-10-10 00:00:00+00:00,114457840.67
2017-10-11 00:00:00+00:00,114941487.23
2017-10-12 00:00:00+00:00,115377917.42000002
2017-10-13 00:00:00+00:00,115177728.95000002
2017-10-16 00:00:00+00:00,115712837.03000002
2017-10-17 00:00:00+00:00,115587052.29000002
2017-10-18 00:00:00+00:00,116775563.38000003
2017-10-19 00:00:00+00:00,116896489.23000002
2017-10-20 00:00:00+00:00,116155617.15000002
2017-10-23 00:00:00+00:00,116022797.84000002
2017-10-24 00:00:00+00:00,116799698.07000001
2017-10-25 00:00:00+00:00,116737697.90000002
2017-10-26 00:00:00+00:00,117497586.69000001
2017-10-27 00:00:00+00:00,119236964.46000002
2017-10-30 00:00:00+00:00,119028958.17000002
2017-10-31 00:00:00+00:00,118409314.71000002
2017-11-01 00:00:00+00:00,118235057.29000002
2017-11-02 00:00:00+00:00,118424050.65
2017-11-03 00:00:00+00:00,118679834.00000001
2017-11-06 00:00:00+00:00,118242461.78000002
2017-11-07 00:00:00+00:00,119438708.70000002
2017-11-08 00:00:00+00:00,119357850.24000001
2017-11-09 00:00:00+00:00,119880726.35000002
2017-11-10 00:00:00+00:00,121061633.19000001
2017-11-13 00:00:00+00:00,121510126.83000001
2017-11-14 00:00:00+00:00,121024249.93000002
2017-11-15 00:00:00+00:00,120567082.96000002
2017-11-16 00:00:00+00:00,121745974.04000002
2017-11-17 00:00:00+00:00,124131867.73000002
2017-11-20 00:00:00+00:00,124224433.57000002
2017-11-21 00:00:00+00:00,126071030.99000001
2017-11-22 00:00:00+00:00,127080104.87000002
2017-11-23 00:00:00+00:00,124207670.57000001
2017-11-24 00:00:00+00:00,124050873.80000001
2017-11-27 00:00:00+00:00,123267103.84
2017-11-28 00:00:00+00:00,122456594.31
2017-11-29 00:00:00+00:00,122302620.69
2017-11-30 00:00:00+00:00,121104311.27000001
2017-12-01 00:00:00+00:00,120249781.64
2017-12-04 00:00:00+00:00,121019993.44
2017-12-05 00:00:00+00:00,122993455.66
2017-12-06 00:00:00+00:00,121596605.32
2017-12-07 00:00:00+00:00,120518123.36
2017-12-08 00:00:00+00:00,121178894.88
2017-12-11 00:00:00+00:00,122395106.78
2017-12-12 00:00:00+00:00,120429915.02000001
2017-12-13 00:00:00+00:00,121341399.07000001
2017-12-14 00:00:00+00:00,120422254.36
2017-12-15 00:00:00+00:00,119222992.89999999
2017-12-18 00:00:00+00:00,119579098.68
2017-12-19 00:00:00+00:00,121344907.27
2017-12-20 00:00:00+00:00,121608771.17
2017-12-21 00:00:00+00:00,122225032.9
2017-12-22 00:00:00+00:00,121639302.04
2017-12-25 00:00:00+00:00,121611730.16
2017-12-26 00:00:00+00:00,122183013.99000001
2017-12-27 00:00:00+00:00,119989046.83000001
2017-12-28 00:00:00+00:00,120765855.96000001
2017-12-29 00:00:00+00:00,120768148.74
2018-01-02 00:00:00+00:00,122705369.94
2018-01-03 00:00:00+00:00,122885652.95
2018-01-04 00:00:00+00:00,123134547.28
2018-01-05 00:00:00+00:00,123650339.68
2018-01-08 00:00:00+00:00,124267113.71000001
2018-01-09 00:00:00+00:00,125130134.52000001
2018-01-10 00:00:00+00:00,126180551.81
2018-01-11 00:00:00+00:00,126239190.47
2018-01-12 00:00:00+00:00,127101474.37
2018-01-15 00:00:00+00:00,128309651.78000002
2018-01-16 00:00:00+00:00,128910845.63
2018-01-17 00:00:00+00:00,129403077.67000002
2018-01-18 00:00:00+00:00,130616811.24000001
2018-01-19 00:00:00+00:00,131066750.67000002
2018-01-22 00:00:00+00:00,131566802.00000001
2018-01-23 00:00:00+00:00,133410520.22000001
2018-01-24 00:00:00+00:00,133561973.93000002
2018-01-25 00:00:00+00:00,132649550.76000002
2018-01-26 00:00:00+00:00,133307289.83000003
2018-01-29 00:00:00+00:00,131226513.51000002
2018-01-30 00:00:00+00:00,129565479.86000001
2018-01-31 00:00:00+00:00,131072492.19000001
2018-02-01 00:00:00+00:00,132046673.74000002
2018-02-02 00:00:00+00:00,132381309.70000002
2018-02-05 00:00:00+00:00,133646312.75000001
2018-02-06 00:00:00+00:00,131095656.23000002
2018-02-07 00:00:00+00:00,127583685.80000001
2018-02-08 00:00:00+00:00,124244810.82000002
2018-02-09 00:00:00+00:00,118829045.96000001
2018-02-12 00:00:00+00:00,118633387.15000002
2018-02-13 00:00:00+00:00,120541262.68
2018-02-14 00:00:00+00:00,121305897.74000002
2018-02-22 00:00:00+00:00,123716923.58000003
2018-02-23 00:00:00+00:00,124730129.12000002
2018-02-26 00:00:00+00:00,125395512.30000003
2018-02-27 00:00:00+00:00,123524498.44000003
2018-02-28 00:00:00+00:00,121583356.49000004
2018-03-01 00:00:00+00:00,122088804.08000001
2018-03-02 00:00:00+00:00,121000780.58000003
2018-03-05 00:00:00+00:00,120992923.65000004
2018-03-06 00:00:00+00:00,122134959.94000003
2018-03-07 00:00:00+00:00,121559883.80000003
2018-03-08 00:00:00+00:00,122365724.20000002
2018-03-09 00:00:00+00:00,122763894.20000002
2018-03-12 00:00:00+00:00,122819337.76000004
2018-03-13 00:00:00+00:00,121768870.18000002
2018-03-14 00:00:00+00:00,121285061.87000002
2018-03-15 00:00:00+00:00,122233203.17000002
2018-03-16 00:00:00+00:00,121260125.34000003
2018-03-19 00:00:00+00:00,122323394.12000002
2018-03-20 00:00:00+00:00,122609342.05000003
2018-03-21 00:00:00+00:00,122199820.88000003
2018-03-22 00:00:00+00:00,121096679.04000002
2018-03-23 00:00:00+00:00,118080408.65000004
2018-03-26 00:00:00+00:00,115967978.65000004
2018-03-27 00:00:00+00:00,116316415.80000003
2018-03-28 00:00:00+00:00,114192718.56000002
2018-03-29 00:00:00+00:00,115961313.07000002
2018-03-30 00:00:00+00:00,115290540.78000003
2018-04-02 00:00:00+00:00,114856222.08000003
2018-04-03 00:00:00+00:00,114288662.69000003
2018-04-04 00:00:00+00:00,114493939.43000002
2018-04-09 00:00:00+00:00,115031984.11000003
2018-04-10 00:00:00+00:00,117650865.95000003
2018-04-11 00:00:00+00:00,117831395.58000003
2018-04-12 00:00:00+00:00,116399384.29000004
2018-04-13 00:00:00+00:00,115460949.06000003
2018-04-16 00:00:00+00:00,112979180.97000003
2018-04-17 00:00:00+00:00,111809640.37000002
2018-04-18 00:00:00+00:00,112536626.39000003
2018-04-19 00:00:00+00:00,113696695.01000002
2018-04-20 00:00:00+00:00,112278931.23000003
2018-04-23 00:00:00+00:00,112984819.63000003
2018-04-24 00:00:00+00:00,115318740.41000003
2018-04-25 00:00:00+00:00,114517553.60000002
2018-04-26 00:00:00+00:00,113029625.28000002
2018-04-27 00:00:00+00:00,112526343.96000002
2018-05-02 00:00:00+00:00,112493388.57000002
2018-05-03 00:00:00+00:00,112946440.54000002
2018-05-04 00:00:00+00:00,112236233.75000003
2018-05-07 00:00:00+00:00,113736343.21000002
2018-05-08 00:00:00+00:00,115308001.61000003
2018-05-09 00:00:00+00:00,115079968.56000002
2018-05-10 00:00:00+00:00,115569615.00000001
2018-05-11 00:00:00+00:00,115381081.61000001
2018-05-14 00:00:00+00:00,116541219.30000003
2018-05-15 00:00:00+00:00,116431795.16000003
2018-05-16 00:00:00+00:00,115062394.68000002
2018-05-17 00:00:00+00:00,114421638.70000003
2018-05-18 00:00:00+00:00,116017753.36000003
2018-05-21 00:00:00+00:00,116228989.77000003
2018-05-22 00:00:00+00:00,115512851.78000003
2018-05-23 00:00:00+00:00,113729922.45000003
2018-05-24 00:00:00+00:00,113003726.05000003
2018-05-25 00:00:00+00:00,112945103.39000005
2018-05-28 00:00:00+00:00,113417877.37000005
2018-05-29 00:00:00+00:00,113022427.33000004
2018-05-30 00:00:00+00:00,110704270.43000004
2018-05-31 00:00:00+00:00,112816229.09000003
2018-06-01 00:00:00+00:00,112367007.32000004
2018-06-04 00:00:00+00:00,114149449.67000003
2018-06-05 00:00:00+00:00,114727171.95000005
2018-06-06 00:00:00+00:00,114132592.16000004
2018-06-07 00:00:00+00:00,114524743.45000005
2018-06-08 00:00:00+00:00,112937533.71000004
2018-06-11 00:00:00+00:00,113013393.39000003
2018-06-12 00:00:00+00:00,114113437.86000003
2018-06-13 00:00:00+00:00,113464259.69000004
2018-06-14 00:00:00+00:00,113466576.50000003
2018-06-15 00:00:00+00:00,113523475.36000003
2018-06-19 00:00:00+00:00,110954309.56000002
2018-06-20 00:00:00+00:00,110913527.56000003
2018-06-21 00:00:00+00:00,110096075.33000003
2018-06-22 00:00:00+00:00,110278744.51000004
2018-06-25 00:00:00+00:00,108362383.11000004
2018-06-26 00:00:00+00:00,107145998.12000003
2018-06-27 00:00:00+00:00,104943762.25000003
2018-06-28 00:00:00+00:00,103892422.56000003
2018-06-29 00:00:00+00:00,106129692.39000003
2018-07-02 00:00:00+00:00,102394358.09000002
2018-07-03 00:00:00+00:00,102499063.04000002
2018-07-04 00:00:00+00:00,101661328.83000001
2018-07-05 00:00:00+00:00,101919141.66000003
2018-07-06 00:00:00+00:00,103005748.80000004
2018-07-09 00:00:00+00:00,105810700.93000004
2018-07-10 00:00:00+00:00,105819803.68000004
2018-07-11 00:00:00+00:00,104262994.67000003
2018-07-12 00:00:00+00:00,106190727.23000005
2018-07-13 00:00:00+00:00,106354403.94000004
2018-07-16 00:00:00+00:00,105408863.96000004
2018-07-17 00:00:00+00:00,104788929.42000006
2018-07-18 00:00:00+00:00,104392206.51000005
2018-07-19 00:00:00+00:00,104580751.87000005
2018-07-20 00:00:00+00:00,107349375.25000006
2018-07-23 00:00:00+00:00,108698975.55000006
2018-07-24 00:00:00+00:00,110201678.04000007
2018-07-25 00:00:00+00:00,110205034.55000006
2018-07-26 00:00:00+00:00,108870044.27000006
2018-07-27 00:00:00+00:00,108674624.99000004
2018-07-30 00:00:00+00:00,109321543.09000005
2018-07-31 00:00:00+00:00,109476703.93000005
2018-08-01 00:00:00+00:00,107234306.70000005
2018-08-02 00:00:00+00:00,105193106.13000005
2018-08-03 00:00:00+00:00,104094465.65000005
2018-08-06 00:00:00+00:00,103807896.59000006
2018-08-07 00:00:00+00:00,106809656.74000005
2018-08-08 00:00:00+00:00,105511610.78000006
2018-08-09 00:00:00+00:00,107758931.39000006
2018-08-10 00:00:00+00:00,107674137.03000005
2018-08-13 00:00:00+00:00,106674847.22000003
2018-08-14 00:00:00+00:00,106293951.59000006
2018-08-15 00:00:00+00:00,103822210.69000006
2018-08-16 00:00:00+00:00,103668739.33000004
2018-08-17 00:00:00+00:00,102423575.97000004
2018-08-20 00:00:00+00:00,103868875.05000006
2018-08-21 00:00:00+00:00,105641902.43000005
2018-08-22 00:00:00+00:00,105548913.17000005
2018-08-23 00:00:00+00:00,105995485.99000007
2018-08-24 00:00:00+00:00,106476503.74000005
2018-08-27 00:00:00+00:00,108468193.18000007
2018-08-28 00:00:00+00:00,108008911.58000006
2018-08-29 00:00:00+00:00,107695235.00000006
2018-08-30 00:00:00+00:00,106703466.88000005
2018-08-31 00:00:00+00:00,106510466.55000006
2018-09-03 00:00:00+00:00,106158588.40000007
2018-09-04 00:00:00+00:00,107571540.32000007
2018-09-05 00:00:00+00:00,105150917.36000006
2018-09-06 00:00:00+00:00,104221397.49000007
2018-09-07 00:00:00+00:00,104598056.53000006
2018-09-10 00:00:00+00:00,103599226.27000004
2018-09-11 00:00:00+00:00,103001256.70000005
2018-09-12 00:00:00+00:00,102310205.71000005
2018-09-13 00:00:00+00:00,103647318.93000005
2018-09-14 00:00:00+00:00,104058574.23000006
2018-09-17 00:00:00+00:00,103017187.99000007
2018-09-18 00:00:00+00:00,105417332.50000004
2018-09-19 00:00:00+00:00,106570278.20000005
2018-09-20 00:00:00+00:00,106583728.45000005
2018-09-21 00:00:00+00:00,110080812.25000006
2018-09-25 00:00:00+00:00,108994458.32000005
2018-09-26 00:00:00+00:00,110416133.31000006
2018-09-27 00:00:00+00:00,110099624.86000004
2018-09-28 00:00:00+00:00,111431031.53000005
2018-10-08 00:00:00+00:00,106561822.14000005
2018-10-09 00:00:00+00:00,106756600.86000004
2018-10-10 00:00:00+00:00,106853624.21000004
2018-10-11 00:00:00+00:00,102638371.64000005
2018-10-12 00:00:00+00:00,104821094.26000005
2018-10-15 00:00:00+00:00,103529461.75000004
2018-10-16 00:00:00+00:00,103651299.52000004
2018-10-17 00:00:00+00:00,104210485.75000006
2018-10-18 00:00:00+00:00,101758727.38000004
2018-10-19 00:00:00+00:00,104907672.20000005
2018-10-22 00:00:00+00:00,108733826.26000005
2018-10-23 00:00:00+00:00,105664742.84000005
2018-10-24 00:00:00+00:00,106177899.69000004
2018-10-25 00:00:00+00:00,106486685.69000004
2018-10-26 00:00:00+00:00,105827574.93000005
2018-10-29 00:00:00+00:00,102597046.72000004
2018-10-30 00:00:00+00:00,103657207.54000005
2018-10-31 00:00:00+00:00,105102817.18000005
2018-11-01 00:00:00+00:00,105471115.60000004
2018-11-02 00:00:00+00:00,108836309.24000004
2018-11-05 00:00:00+00:00,107564149.16000004
2018-11-06 00:00:00+00:00,107079195.45000005
2018-11-07 00:00:00+00:00,106373262.08000004
2018-11-08 00:00:00+00:00,106521881.58000006
2018-11-09 00:00:00+00:00,104413592.62000005
2018-11-12 00:00:00+00:00,104850683.79000005
2018-11-13 00:00:00+00:00,105584067.98000003
2018-11-14 00:00:00+00:00,104239904.42000003
2018-11-15 00:00:00+00:00,105427513.59000005
2018-11-16 00:00:00+00:00,105483304.43000004
2018-11-19 00:00:00+00:00,106730605.82000002
2018-11-20 00:00:00+00:00,104886412.22000003
2018-11-21 00:00:00+00:00,105068020.36000003
2018-11-22 00:00:00+00:00,104512682.64000005
2018-11-23 00:00:00+00:00,102946982.14000003
2018-11-26 00:00:00+00:00,103055920.47000003
2018-11-27 00:00:00+00:00,102745889.67000003
2018-11-28 00:00:00+00:00,103839696.25000003
2018-11-29 00:00:00+00:00,103053649.86000003
2018-11-30 00:00:00+00:00,104120691.96000004
2018-12-03 00:00:00+00:00,106566163.85000002
2018-12-04 00:00:00+00:00,106893696.49000002
2018-12-05 00:00:00+00:00,106309611.84000002
2018-12-06 00:00:00+00:00,104384860.28000003
2018-12-07 00:00:00+00:00,104230270.70000003
2018-12-10 00:00:00+00:00,103329214.51000004
2018-12-11 00:00:00+00:00,103612936.73000003
2018-12-12 00:00:00+00:00,103928152.50000003
2018-12-13 00:00:00+00:00,105337445.93000004
2018-12-14 00:00:00+00:00,103930205.76000004
2018-12-17 00:00:00+00:00,103871214.52000003
2018-12-18 00:00:00+00:00,102726331.01000004
2018-12-19 00:00:00+00:00,101573564.51000004
2018-12-20 00:00:00+00:00,100163709.25000003
2018-12-21 00:00:00+00:00,98991366.55000004
2018-12-24 00:00:00+00:00,99116760.10000002
2018-12-25 00:00:00+00:00,98601121.55000003
2018-12-26 00:00:00+00:00,97957953.82000004
2018-12-27 00:00:00+00:00,97733064.58000003
2018-12-28 00:00:00+00:00,98427298.81000003
2019-01-02 00:00:00+00:00,97190249.89000003
2019-01-03 00:00:00+00:00,97453102.56000002
2019-01-04 00:00:00+00:00,99305078.33000003
2019-01-07 00:00:00+00:00,99290857.80000003
2019-01-08 00:00:00+00:00,98917963.22000003
2019-01-09 00:00:00+00:00,100040321.15000004
2019-01-10 00:00:00+00:00,99816142.40000004
2019-01-11 00:00:00+00:00,100736530.31000003
2019-01-14 00:00:00+00:00,99785879.54000004
2019-01-15 00:00:00+00:00,101706117.05000004
2019-01-16 00:00:00+00:00,101820797.99000004
2019-01-17 00:00:00+00:00,101419861.93000004
2019-01-18 00:00:00+00:00,103289590.47000004
2019-01-21 00:00:00+00:00,103903226.99000004
2019-01-22 00:00:00+00:00,102633918.35000005
2019-01-23 00:00:00+00:00,102463217.71000004
2019-01-24 00:00:00+00:00,103052812.47000003
2019-01-25 00:00:00+00:00,104274168.89000003
2019-01-28 00:00:00+00:00,104086574.56000003
2019-01-29 00:00:00+00:00,104852456.33000004
2019-01-30 00:00:00+00:00,104207601.43000004
2019-01-31 00:00:00+00:00,105970446.54000004
2019-02-01 00:00:00+00:00,106625552.13000003
2019-02-11 00:00:00+00:00,107754464.62000003
2019-02-12 00:00:00+00:00,107984099.83000004
2019-02-13 00:00:00+00:00,109904421.50000003
2019-02-14 00:00:00+00:00,109728583.94000003
2019-02-15 00:00:00+00:00,107347983.90000004
2019-02-18 00:00:00+00:00,109992435.01000004
2019-02-19 00:00:00+00:00,109836587.81000003
2019-02-20 00:00:00+00:00,110205682.96000002
2019-02-21 00:00:00+00:00,109762913.51000002
2019-02-22 00:00:00+00:00,111617594.34000003
2019-02-25 00:00:00+00:00,118274260.10000002
2019-02-26 00:00:00+00:00,116100980.69000003
2019-02-27 00:00:00+00:00,116762191.75000003
2019-02-28 00:00:00+00:00,116505043.33000003
2019-03-01 00:00:00+00:00,119549440.24000002
2019-03-04 00:00:00+00:00,120078426.60000004
2019-03-05 00:00:00+00:00,119928454.27000004
2019-03-06 00:00:00+00:00,120387593.98000002
2019-03-07 00:00:00+00:00,118350080.32000004
2019-03-08 00:00:00+00:00,114156164.95000003
2019-03-11 00:00:00+00:00,115082303.76000002
2019-03-12 00:00:00+00:00,115533557.49000002
2019-03-13 00:00:00+00:00,115702193.94000003
2019-03-14 00:00:00+00:00,115910324.37000002
2019-03-15 00:00:00+00:00,116986565.79000002
2019-03-18 00:00:00+00:00,119784381.52000003
2019-03-19 00:00:00+00:00,119046292.29000002
2019-03-20 00:00:00+00:00,119288595.30000004
2019-03-21 00:00:00+00:00,118887513.58000003
2019-03-22 00:00:00+00:00,118582343.31000003
2019-03-25 00:00:00+00:00,115471042.81000003
2019-03-26 00:00:00+00:00,114984057.27000004
2019-03-27 00:00:00+00:00,116413992.48000005
2019-03-28 00:00:00+00:00,115997337.54000004
2019-03-29 00:00:00+00:00,120164799.80000004
2019-04-01 00:00:00+00:00,122342981.15000004
2019-04-02 00:00:00+00:00,122177274.77000004
2019-04-03 00:00:00+00:00,123441556.26000005
2019-04-04 00:00:00+00:00,124726737.50000003
2019-04-08 00:00:00+00:00,125204748.07000004
2019-04-09 00:00:00+00:00,125069447.52000003
2019-04-10 00:00:00+00:00,125528910.96000002
2019-04-11 00:00:00+00:00,123500686.54000004
2019-04-12 00:00:00+00:00,123183375.49000004
2019-04-15 00:00:00+00:00,123360312.48000003
2019-04-16 00:00:00+00:00,127289665.92000002
2019-04-17 00:00:00+00:00,127062636.08000003
2019-04-18 00:00:00+00:00,126562956.98000002
2019-04-19 00:00:00+00:00,128063061.51000002
2019-04-22 00:00:00+00:00,125184114.51000002
2019-04-23 00:00:00+00:00,125516324.49000002
2019-04-24 00:00:00+00:00,125356235.31000002
2019-04-25 00:00:00+00:00,123481200.68000004
