,code,start_date,end_date,trader_name,trader_amount,type
674,601700.SH,20151231,20160105,华泰证券股份有限公司常熟金沙江路证券营业部,20365730.0,05
699,000520.SZ,,20160105,华泰证券股份有限公司上海黄河路证券营业部,52426669.75,02
700,000670.SZ,,20160105,华泰证券股份有限公司成都晋阳路证券营业部,25827129.21,02
717,300443.SZ,,20160105,华泰证券股份有限公司无锡永乐路证券营业部,2812900.0,02
749,002468.SZ,,20160105,华泰证券股份有限公司苏州人民路证券营业部,32310578.72,02
771,002200.SZ,,20160105,华泰证券股份有限公司上海共和新路证券营业部,6083648.0,03
806,000838.SZ,20160104,20160105,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,230404916.11,05
812,000838.SZ,,20160105,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,137241216.11,"02,04"
842,300194.SZ,20160104,20160105,华泰证券股份有限公司广州黄埔大道西证券营业部,10107842.0,05
870,000932.SZ,20151231,20160105,华泰证券股份有限公司上海威宁路证券营业部,28469731.0,05
884,300194.SZ,,20160105,华泰证券股份有限公司上海浦东新区妙境路证券营业部,19372754.0,02
898,600569.SH,,20160105,华泰证券股份有限公司上海威宁路证券营业部,11109996.0,02
899,600868.SH,,20160105,华泰证券股份有限公司广州天河东路证券营业部,31094925.52,03
934,300443.SZ,,20160105,华泰证券股份有限公司徐州青年路证券营业部,5073989.16,02
947,300497.SZ,20160104,20160105,华泰证券股份有限公司永嘉阳光大道证券营业部,511164.0,05
964,002468.SZ,20160104,20160105,华泰证券股份有限公司苏州人民路证券营业部,32310578.72,05
976,000959.SZ,20151231,20160105,华泰证券股份有限公司南通通州人民路证券营业部,118992743.48,05
1008,000838.SZ,,20160105,华泰证券股份有限公司上海武定路证券营业部,32508417.0,"02,04"
1018,600569.SH,,20160105,华泰证券股份有限公司绍兴上大路证券营业部,32183832.07,02
1023,600677.SH,20160104,20160105,华泰证券股份有限公司武汉新华路证券营业部,32764372.0,05
1030,600671.SH,20160104,20160105,华泰证券股份有限公司北京西三环北路证券营业部,173884.0,05
1033,002468.SZ,20160104,20160105,华泰证券股份有限公司台州中心大道证券营业部,115321658.26,05
1085,300194.SZ,,20160105,华泰证券股份有限公司广州黄埔大道西证券营业部,10107842.0,02
1097,300194.SZ,20160104,20160105,华泰证券股份有限公司上海浦东新区妙境路证券营业部,19372754.0,05
1121,002777.SZ,20160104,20160105,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,9985.0,05
1124,002780.SZ,20160104,20160105,华泰证券股份有限公司上海天钥桥路证券营业部,14520275.0,05
1130,002757.SZ,,20160105,华泰证券股份有限公司广州天河东路证券营业部,2405244.0,03
1141,002466.SZ,,20160105,华泰证券股份有限公司苏州何山路证券营业部,36142726.2,02
1145,000597.SZ,20151231,20160105,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,17781813.0,05
1155,002785.SZ,20160104,20160105,华泰证券股份有限公司南京中山北路第二证券营业部,8346.0,05
1162,002468.SZ,,20160105,华泰证券股份有限公司台州中心大道证券营业部,115321658.26,02
1169,603866.SH,20160104,20160105,华泰证券股份有限公司广州东风西路证券营业部,7989120.0,05
1180,000561.SZ,,20160105,华泰证券股份有限公司上海西藏南路证券营业部,12995239.86,02
1187,603999.SH,20160104,20160105,华泰证券股份有限公司沈阳大西路证券营业部,46707180.08,05
1189,603398.SH,20160104,20160105,华泰证券股份有限公司厦门厦禾路证券营业部,62414209.66,05
1190,603866.SH,20160104,20160105,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,36885440.0,05
1194,603999.SH,20160104,20160105,华泰证券股份有限公司成都蜀金路证券营业部,43721036.02,05
1198,603999.SH,,20160105,华泰证券股份有限公司成都蜀金路证券营业部,44907262.38,"03,04"
1201,603999.SH,,20160105,华泰证券股份有限公司沈阳大西路证券营业部,22984988.08,"03,04"
1202,603999.SH,20160104,20160105,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,47095603.11,05
1203,603999.SH,,20160105,华泰证券股份有限公司成都南一环路第二证券营业部,24306037.58,"03,04"
1211,002786.SZ,20160104,20160105,华泰证券股份有限公司上海共和新路证券营业部,33110.0,05
1213,002191.SZ,20151231,20160105,华泰证券股份有限公司深圳深南大道证券营业部,48448526.54,05
1253,000667.SZ,,20160105,华泰证券股份有限公司深圳侨香路智慧广场证券营业部,20871106.1,02
1263,000519.SZ,,20160105,华泰证券股份有限公司武汉新华路证券营业部,60016213.0,02
1277,002191.SZ,20151231,20160105,华泰证券股份有限公司上海武定路证券营业部,143323540.49,05
1306,600868.SH,20160104,20160106,华泰证券股份有限公司成都南一环路第二证券营业部,71728525.0,05
1308,603696.SH,,20160106,华泰证券股份有限公司杭州庆春路证券营业部,8056275.0,"03,04"
1313,603696.SH,20160104,20160106,华泰证券股份有限公司盐城分公司,37917363.0,05
1314,600868.SH,20160104,20160106,华泰证券股份有限公司厦门厦禾路证券营业部,128454537.72,05
1315,603696.SH,20160104,20160106,华泰证券股份有限公司南通通州人民路证券营业部,56694781.86,05
1317,603696.SH,,20160106,华泰证券股份有限公司沈阳大西路证券营业部,16147730.02,"03,04"
1327,002654.SZ,20160104,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,66053341.68,05
1334,002654.SZ,,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,58135945.68,02
1341,002654.SZ,,20160106,华泰证券股份有限公司深圳留仙大道众冠大厦证券营业部,23395827.52,02
1371,603999.SH,,20160106,华泰证券股份有限公司上海武定路证券营业部,18188101.91,"03,04"
1394,603696.SH,20160104,20160106,华泰证券股份有限公司盐城分公司,33899560.32,05
1410,603999.SH,,20160106,华泰证券股份有限公司成都南一环路第二证券营业部,24654066.0,"03,04"
1416,600569.SH,,20160106,华泰证券股份有限公司上海威宁路证券营业部,11529090.24,02
1417,603696.SH,,20160106,华泰证券股份有限公司盐城分公司,15258901.69,"03,04"
1418,603696.SH,,20160106,华泰证券股份有限公司北京雍和宫证券营业部,6965494.0,"03,04"
1442,600569.SH,,20160106,华泰证券股份有限公司绍兴上大路证券营业部,17737024.14,02
1457,002779.SZ,20160104,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,34931563.97,05
1486,000838.SZ,,20160106,华泰证券股份有限公司南京六合彤华街证券营业部,24755552.0,02
1508,600022.SH,,20160106,华泰证券股份有限公司成都南一环路第二证券营业部,22816841.0,02
1511,603999.SH,,20160106,华泰证券股份有限公司绍兴上大路证券营业部,22002151.8,"03,04"
1512,603999.SH,,20160106,华泰证券股份有限公司沈阳大西路证券营业部,25623881.5,"03,04"
1513,002779.SZ,,20160106,华泰证券股份有限公司绍兴上大路证券营业部,15490744.0,"02,03,04"
1534,002783.SZ,,20160106,华泰证券股份有限公司上海国宾路证券营业部,36747877.0,"02,03,04"
1545,300194.SZ,,20160106,华泰证券股份有限公司上海浦东新区妙境路证券营业部,18765191.5,03
1548,002423.SZ,20160104,20160106,华泰证券股份有限公司北京月坛南街证券营业部,16523046.0,05
1577,000667.SZ,20160104,20160106,华泰证券股份有限公司上海武定路证券营业部,232356548.32,05
1579,002783.SZ,,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,34652532.81,"02,03,04"
1587,300329.SZ,,20160106,华泰证券股份有限公司厦门厦禾路证券营业部,31369618.2,"02,04"
1591,300194.SZ,,20160106,华泰证券股份有限公司广州黄埔大道西证券营业部,10238468.0,03
1621,002615.SZ,,20160106,华泰证券股份有限公司武汉新华路证券营业部,17310882.1,"02,04"
1622,300194.SZ,,20160106,华泰证券股份有限公司成都蜀金路证券营业部,16244782.25,03
1630,002783.SZ,,20160106,华泰证券股份有限公司上海静安区威海路证券营业部,25620809.0,"02,03,04"
1642,002615.SZ,,20160106,华泰证券股份有限公司孝感长征路证券营业部,14824085.0,"02,04"
1648,300329.SZ,,20160106,华泰证券股份有限公司上海西藏南路证券营业部,11676498.0,"02,04"
1653,300194.SZ,,20160106,华泰证券股份有限公司广州番禺东环路证券营业部,6775641.68,03
1676,002779.SZ,,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,21496597.87,"02,03,04"
1681,002779.SZ,,20160106,华泰证券股份有限公司无锡解放西路证券营业部,10290732.18,"02,03,04"
1714,300033.SZ,,20160106,华泰证券股份有限公司武汉新华路证券营业部,31803598.45,02
1718,000838.SZ,,20160106,华泰证券股份有限公司上海武定路证券营业部,30343804.0,02
1738,300033.SZ,,20160106,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,29707393.03,02
1758,002423.SZ,20160104,20160106,华泰证券股份有限公司梧州西堤三路证券营业部,4473261.0,05
1767,002423.SZ,20160104,20160106,华泰证券股份有限公司厦门厦禾路证券营业部,14758285.0,05
1779,603936.SH,20160105,20160107,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,61757235.0,05
1804,603866.SH,20160106,20160107,华泰证券股份有限公司上海西藏南路证券营业部,15856665.0,05
1807,600123.SH,20160106,20160107,华泰证券股份有限公司厦门厦禾路证券营业部,69755059.0,05
1818,300495.SZ,20160106,20160107,华泰证券股份有限公司上海武定路证券营业部,5032720.0,05
1826,300496.SZ,,20160107,华泰证券股份有限公司绍兴上大路证券营业部,3279840.0,02
1828,300490.SZ,20160106,20160107,华泰证券股份有限公司上海静安区威海路证券营业部,68976.0,05
1830,300494.SZ,20160106,20160107,华泰证券股份有限公司江阴分公司,144435.6,05
1840,002781.SZ,,20160107,华泰证券股份有限公司南京草场门大街证券营业部,98478.0,02
1847,002780.SZ,,20160107,华泰证券股份有限公司上海浦东新区福山路证券营业部,2861314.5,02
1850,300491.SZ,20160106,20160107,华泰证券股份有限公司盐城分公司,11050.0,05
1871,300493.SZ,20160106,20160107,华泰证券股份有限公司无锡解放西路证券营业部,66024.0,05
1872,300496.SZ,20160106,20160107,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,75712236.54,05
1876,300496.SZ,,20160107,华泰证券股份有限公司北京西三环北路证券营业部,3402834.0,02
1886,002768.SZ,20160105,20160107,华泰证券股份有限公司沈阳大西路证券营业部,20733479.4,05
1893,002782.SZ,20160106,20160107,华泰证券股份有限公司南京中山北路证券营业部,31140.0,05
1897,002768.SZ,20160105,20160107,华泰证券股份有限公司上海共和新路证券营业部,39804179.2,05
1901,600123.SH,20160106,20160107,华泰证券股份有限公司上海武定路证券营业部,52278206.0,05
1910,600569.SH,,20160107,华泰证券股份有限公司绍兴上大路证券营业部,10191972.0,03
1914,600546.SH,,20160107,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,5064280.0,03
1925,300495.SZ,20160106,20160107,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,4235328.0,05
1926,300495.SZ,,20160107,华泰证券股份有限公司武汉新华路证券营业部,3627480.0,02
1939,300495.SZ,,20160107,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,4235328.0,02
1943,300495.SZ,,20160107,华泰证券股份有限公司上海武定路证券营业部,5032720.0,02
1958,603996.SH,20160106,20160107,华泰证券股份有限公司上海国宾路证券营业部,70364.0,05
1960,603866.SH,20160106,20160107,华泰证券股份有限公司舟山解放东路证券营业部,14650993.16,05
1990,002781.SZ,,20160107,华泰证券股份有限公司上海浦东新区福山路证券营业部,196956.0,02
1992,002786.SZ,20160106,20160107,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,1035551.0,05
2000,002780.SZ,20160106,20160107,华泰证券股份有限公司上海浦东新区福山路证券营业部,2861314.5,05
2001,002779.SZ,,20160107,华泰证券股份有限公司上海牡丹江路证券营业部,6261893.0,"03,04"
2002,002768.SZ,20160105,20160107,华泰证券股份有限公司盐城分公司,26945394.0,05
2011,300496.SZ,20160106,20160107,华泰证券股份有限公司绍兴上大路证券营业部,3279840.0,05
2016,300493.SZ,20160106,20160107,华泰证券股份有限公司上海浦东新区福山路证券营业部,68774.0,05
2018,300493.SZ,,20160107,华泰证券股份有限公司上海牡丹江路证券营业部,60520.0,02
2020,300496.SZ,20160106,20160107,华泰证券股份有限公司南京汉中门大街证券营业部,4768811.0,05
2030,300496.SZ,,20160107,华泰证券股份有限公司南京汉中门大街证券营业部,4694271.0,02
2035,300490.SZ,20160106,20160107,华泰证券股份有限公司上海武定路证券营业部,9580.0,05
2037,002787.SZ,20160106,20160107,华泰证券股份有限公司永嘉阳光大道证券营业部,141423.0,05
2042,603866.SH,20160106,20160107,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,44487568.0,05
2047,603866.SH,20160106,20160107,华泰证券股份有限公司上海武定路证券营业部,32668268.0,05
2048,603866.SH,20160106,20160107,华泰证券股份有限公司深圳彩田路证券营业部,11407754.0,05
2057,603936.SH,20160105,20160107,华泰证券股份有限公司沈阳大西路证券营业部,35783363.8,05
2058,603398.SH,,20160107,华泰证券股份有限公司合肥长江东大街证券营业部,5260354.0,"03,04"
2061,603866.SH,20160106,20160107,华泰证券股份有限公司舟山解放东路证券营业部,28547145.0,05
2062,603398.SH,,20160107,华泰证券股份有限公司上海威宁路证券营业部,21323074.0,"03,04"
2065,300495.SZ,20160106,20160107,华泰证券股份有限公司武汉新华路证券营业部,6925290.0,05
2066,002785.SZ,20160106,20160107,华泰证券股份有限公司江阴分公司,171453.15,05
2073,300493.SZ,,20160107,华泰证券股份有限公司南京解放路证券营业部,60520.0,02
2088,000932.SZ,,20160107,华泰证券股份有限公司深圳侨香路智慧广场证券营业部,26074600.0,02
2092,002452.SZ,20160106,20160107,华泰证券股份有限公司北京西三环北路证券营业部,10249302.0,05
2094,002247.SZ,20160106,20160107,华泰证券股份有限公司南京中山北路第二证券营业部,5513994.0,05
2095,002452.SZ,,20160107,华泰证券股份有限公司北京西三环北路证券营业部,10249302.0,02
2096,300160.SZ,20160106,20160107,华泰证券股份有限公司深圳竹子林四路证券营业部,25433207.5,05
2108,000983.SZ,20160105,20160107,华泰证券股份有限公司厦门厦禾路证券营业部,65314458.91,05
2112,002781.SZ,,20160107,华泰证券股份有限公司合肥长江东大街证券营业部,549835.5,02
2122,002782.SZ,20160106,20160107,华泰证券股份有限公司合肥长江东大街证券营业部,2229624.0,05
2126,002781.SZ,20160106,20160107,华泰证券股份有限公司上海浦东新区福山路证券营业部,196956.0,05
2127,002781.SZ,20160106,20160107,华泰证券股份有限公司合肥长江东大街证券营业部,549835.5,05
2133,300496.SZ,,20160107,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,75712236.54,02
2134,002785.SZ,20160106,20160107,华泰证券股份有限公司南通环城西路证券营业部,8550.0,05
2141,002782.SZ,,20160107,华泰证券股份有限公司南京中山北路证券营业部,31140.0,02
2142,002247.SZ,20160106,20160107,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,9117198.0,05
2173,000025.SZ,20160106,20160107,华泰证券股份有限公司上海浦东新区乳山路证券营业部,22824684.0,05
2175,000932.SZ,20160106,20160107,华泰证券股份有限公司深圳侨香路智慧广场证券营业部,26101488.0,05
2176,000615.SZ,,20160107,华泰证券股份有限公司广州天河东路证券营业部,16255650.0,02
2177,000025.SZ,,20160107,华泰证券股份有限公司上海浦东新区乳山路证券营业部,11971884.0,02
2184,000838.SZ,,20160107,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,28922296.5,03
2185,000025.SZ,,20160107,华泰证券股份有限公司南京中山北路证券营业部,14107944.6,02
2191,000932.SZ,20160106,20160107,华泰证券股份有限公司上海威宁路证券营业部,35589234.0,05
2194,000615.SZ,,20160107,华泰证券股份有限公司深圳留仙大道众冠大厦证券营业部,10249195.0,02
2197,000932.SZ,,20160107,华泰证券股份有限公司上海威宁路证券营业部,34380202.0,02
2203,002247.SZ,,20160107,华泰证券股份有限公司南京中山北路第二证券营业部,5513994.0,02
2228,000983.SZ,,20160107,华泰证券股份有限公司厦门厦禾路证券营业部,33155654.91,02
2231,300222.SZ,,20160107,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,10592696.0,02
2232,002782.SZ,,20160107,华泰证券股份有限公司合肥长江东大街证券营业部,2229624.0,02
2250,002247.SZ,,20160107,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,9117198.0,02
2274,002401.SZ,,20160108,华泰证券股份有限公司南昌苏圃路证券营业部,24022738.82,02
2280,002423.SZ,20160107,20160108,华泰证券股份有限公司厦门厦禾路证券营业部,17476590.0,05
2285,002401.SZ,,20160108,华泰证券股份有限公司苏州人民路证券营业部,7237560.8,02
2302,002009.SZ,,20160108,华泰证券股份有限公司连云港通灌南路证券营业部,8043050.0,02
2340,601001.SH,,20160108,华泰证券股份有限公司厦门厦禾路证券营业部,6580127.0,02
2364,000890.SZ,,20160108,华泰证券股份有限公司江阴分公司,12244686.89,03
2365,000990.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,7881632.0,02
2371,000906.SZ,,20160108,华泰证券股份有限公司江阴分公司,68787369.11,03
2372,000838.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,67115953.25,02
2385,300222.SZ,,20160108,华泰证券股份有限公司扬州文昌中路证券营业部,6681727.6,03
2395,300148.SZ,,20160108,华泰证券股份有限公司广州天河东路证券营业部,16433619.48,02
2401,002423.SZ,,20160108,华泰证券股份有限公司上海共和新路证券营业部,11164064.92,02
2414,002781.SZ,20160108,20160108,华泰证券股份有限公司舟山解放东路证券营业部,24131114.5,"04,07"
2459,600808.SH,,20160108,华泰证券股份有限公司苏州人民路证券营业部,12109874.0,02
2460,603300.SH,,20160108,华泰证券股份有限公司上海黄河路证券营业部,10185232.15,03
2464,000806.SZ,,20160108,华泰证券股份有限公司苏州人民路证券营业部,74746343.02,02
2472,000937.SZ,20160106,20160108,华泰证券股份有限公司台州中心大道证券营业部,38605981.0,05
2476,000838.SZ,,20160108,华泰证券股份有限公司南京六合彤华街证券营业部,43082024.57,02
2490,002009.SZ,,20160108,华泰证券股份有限公司无锡苏锡路证券营业部,9016115.0,02
2505,002654.SZ,,20160108,华泰证券股份有限公司南京解放路证券营业部,15210770.26,02
2538,300222.SZ,20160107,20160108,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,22913388.6,05
2549,300496.SZ,,20160108,华泰证券股份有限公司南京中华路证券营业部,51848067.0,"02,04"
2571,600808.SH,,20160108,华泰证券股份有限公司上海黄河路证券营业部,30215696.0,02
2578,000806.SZ,,20160108,华泰证券股份有限公司上海武定路证券营业部,26729646.0,02
2585,002009.SZ,,20160108,华泰证券股份有限公司上海澳门路证券营业部,22685986.0,02
2594,002781.SZ,,20160108,华泰证券股份有限公司南京中山北路证券营业部,17512209.0,"04,07"
2595,002781.SZ,20160108,20160108,华泰证券股份有限公司南京中山北路证券营业部,17512209.0,"04,07"
2599,002783.SZ,,20160108,华泰证券股份有限公司上海国宾路证券营业部,30384255.8,"02,04"
2608,002781.SZ,,20160108,华泰证券股份有限公司舟山解放东路证券营业部,24131114.5,"04,07"
2620,000615.SZ,20160107,20160108,华泰证券股份有限公司深圳留仙大道众冠大厦证券营业部,20970037.0,05
2640,002781.SZ,20160108,20160108,华泰证券股份有限公司上海天钥桥路证券营业部,39134704.0,"04,07"
2659,300496.SZ,,20160108,华泰证券股份有限公司广州天河东路证券营业部,74624386.01,"02,04"
2661,300226.SZ,,20160108,华泰证券股份有限公司福州六一中路证券营业部,10248754.4,03
2672,300498.SZ,,20160108,华泰证券股份有限公司厦门厦禾路证券营业部,21127874.59,02
2687,000709.SZ,,20160108,华泰证券股份有限公司南通姚港路证券营业部,102720189.29,02
2694,000615.SZ,20160107,20160108,华泰证券股份有限公司广州天河东路证券营业部,33984004.0,05
2701,000048.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,16133765.23,02
2706,000561.SZ,,20160108,华泰证券股份有限公司深圳益田路营业部,6255147.0,03
2709,000667.SZ,,20160108,华泰证券股份有限公司成都南一环路第二证券营业部,70679553.0,02
2725,000025.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,66254860.36,02
2740,002654.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,83277295.03,02
2742,002634.SZ,,20160108,华泰证券股份有限公司上海静安区威海路证券营业部,5005769.04,03
2756,002778.SZ,20160107,20160108,华泰证券股份有限公司上海黄河路证券营业部,49802.0,05
2771,300496.SZ,,20160108,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,83190678.0,"02,04"
2779,300496.SZ,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,99799050.39,"02,04"
2780,300282.SZ,,20160108,华泰证券股份有限公司北京雍和宫证券营业部,2524103.0,03
2781,300498.SZ,,20160108,华泰证券股份有限公司上海澳门路证券营业部,29521615.43,02
2804,000709.SZ,,20160108,华泰证券股份有限公司浙江分公司,83962276.09,02
2808,002654.SZ,,20160108,华泰证券股份有限公司深圳留仙大道众冠大厦证券营业部,22832212.55,02
2809,002781.SZ,,20160108,华泰证券股份有限公司上海天钥桥路证券营业部,39134704.0,"04,07"
2822,603936.SH,,20160108,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,71373053.0,"03,04"
2836,600671.SH,20160106,20160108,华泰证券股份有限公司武汉民族大道证券营业部,12538704.92,05
2849,002783.SZ,,20160108,华泰证券股份有限公司上海静安区威海路证券营业部,21185097.26,"02,04"
2859,000906.SZ,,20160108,华泰证券股份有限公司镇江分公司,5307776.44,03
2885,002452.SZ,,20160108,华泰证券股份有限公司北京西三环北路证券营业部,12284590.57,02
2904,000025.SZ,,20160108,华泰证券股份有限公司浙江分公司,63305855.12,02
