,股票代码,股票名称,状态,税前派息,分红点数,每股转送,预案公告日,股权登记日,派息日,是否预测
169,000090.SZ,天健集团,去年有分红，今年已有公告，实际派息日和股权登记日,0.25,0.317797112917443,0.3,2019-04-02 00:00:00,2019-06-19 00:00:00,2019-06-20 00:00:00,False
74,000563.SZ,陕国投A,去年有分红，今年已有公告，实际派息日和股权登记日,0.02,0.05266784971149465,0.0,2019-04-26 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
144,600580.SH,卧龙电驱,去年有分红，今年已有公告，实际派息日和股权登记日,0.15,0.15917165087161705,0.0,2019-04-25 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
208,600125.SH,铁龙物流,去年有分红，今年已有公告，实际派息日和股权登记日,0.12,0.15127978872561726,0.0,2019-03-29 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
320,002344.SZ,海宁皮城,去年有分红，今年已有公告，实际派息日和股权登记日,0.021,0.01715178978446318,0.0,2019-04-20 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
63,000970.SZ,中科三环,去年有分红，今年已有公告，实际派息日和股权登记日,0.09,0.09737526428603753,0.0,2019-03-21 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
108,600757.SH,长江传媒,去年有分红，今年已有公告，实际派息日和股权登记日,0.15,0.11711999853566064,0.0,2019-04-25 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
346,600037.SH,歌华有线,去年有分红，今年已有公告，实际派息日和股权登记日,0.18,0.2275952727991062,0.0,2019-04-20 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
183,000301.SZ,东方盛虹,去年有分红，今年已有公告，实际派息日和股权登记日,0.1,0.15015971494040323,0.0,2019-04-03 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
65,000988.SZ,华工科技,去年有分红，今年已有公告，实际派息日和股权登记日,0.03,0.029767841656681397,0.0,2019-03-29 00:00:00,2019-06-20 00:00:00,2019-06-21 00:00:00,False
423,600901.SH,江苏租赁,去年有分红，今年已有预案，预测派息日和股权登记日,0.2,0.23069985423471714,0.0,2019-04-25 00:00:00,2019-06-25 00:00:00,2019-06-25 00:00:00,True
321,002946.SZ,新乳业,去年无分红，今年已有预案，预测派息日和股权登记日,0.06,0.00809096475948516,0.0,2019-04-25 00:00:00,2019-06-25 00:00:00,2019-06-25 00:00:00,True
272,000008.SZ,神州高铁,去年有分红，今年已有预案，预测派息日和股权登记日,0.01,0.025094723385832185,0.0,2019-04-25 00:00:00,2019-06-25 00:00:00,2019-06-25 00:00:00,True
142,300253.SZ,卫宁健康,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.02816213936345044,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
149,300133.SZ,华策影视,去年有分红，今年已有预案，预测派息日和股权登记日,0.015,0.019808743419944094,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
23,600500.SH,中化国际,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.19895615593107696,0.3,2019-04-23 00:00:00,2019-06-25 00:00:00,2019-06-26 00:00:00,True
415,300459.SZ,金科文化,去年有分红，今年已有预案，预测派息日和股权登记日,0.066,0.05112408655179403,0.8,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
388,300168.SZ,万达信息,去年有分红，今年已有预案，预测派息日和股权登记日,0.025,0.023978652351588498,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
262,002812.SZ,恩捷股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.379,0.07339448350541959,0.7,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
325,300166.SZ,东方国信,去年无分红，今年已有预案，预测派息日和股权登记日,0.01,0.009872334998112298,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
172,000537.SZ,广宇发展,去年有分红，今年已有预案，预测派息日和股权登记日,0.13,0.06340128961403078,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
450,000012.SZ,南玻A,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.09297604464501001,0.1,2019-04-17 00:00:00,2019-06-25 00:00:00,2019-06-26 00:00:00,True
305,000681.SZ,视觉中国,去年有分红，今年已有预案，预测派息日和股权登记日,0.046,0.021173035103050908,0.0,2019-04-26 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,True
326,300197.SZ,铁汉生态,去年有分红，今年已有预案，预测派息日和股权登记日,0.015,0.03121604444599522,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
357,300113.SZ,顺网科技,去年有分红，今年无预案无公告，预测分红情况,0.10330723691209025,0.053424226843534726,,,2019-06-27 00:00:00,2019-06-27 00:00:00,True
407,000926.SZ,福星股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.09761637135471428,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
216,000021.SZ,深科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.10248204707958193,0.0,2019-04-20 00:00:00,2019-06-26 00:00:00,2019-06-27 00:00:00,True
322,600053.SH,九鼎投资,去年无分红，今年已有预案，预测派息日和股权登记日,0.74,0.131405056078239,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
299,300001.SZ,特锐德,去年有分红，今年已有预案，预测派息日和股权登记日,0.01,0.005952750188938882,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
255,000078.SZ,海王生物,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.043787583215276794,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
138,601615.SH,明阳智能,去年无分红，今年已有预案，预测派息日和股权登记日,0.058,0.02173288361779816,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
141,002281.SZ,光迅科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.17,0.09101447083279504,0.0,2019-04-27 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,True
205,002670.SZ,国盛金控,去年有分红，今年无预案无公告，预测分红情况,0.00014430862106098405,0.00010220700713063157,,,2019-06-28 00:00:00,2019-06-28 00:00:00,True
92,000158.SZ,常山北明,去年有分红，今年无预案无公告，预测分红情况,0.02790827758768216,0.030595601229977985,,,2019-06-28 00:00:00,2019-06-28 00:00:00,True
329,600388.SH,龙净环保,去年有分红，今年已有预案，预测派息日和股权登记日,0.17,0.18860180640599425,0.0,2019-04-04 00:00:00,2019-06-27 00:00:00,2019-06-28 00:00:00,True
31,600143.SH,金发科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.23968302204296255,0.0,2019-04-23 00:00:00,2019-06-27 00:00:00,2019-06-28 00:00:00,True
153,600745.SH,闻泰科技,去年有分红，今年无预案无公告，预测分红情况,0.024015606716783815,0.007896983102611296,,,2019-06-28 00:00:00,2019-06-28 00:00:00,True
168,603883.SH,老百姓,去年有分红，今年已有预案，预测派息日和股权登记日,0.5,0.07978271560830662,0.0,2019-04-29 00:00:00,2019-07-01 00:00:00,2019-07-01 00:00:00,True
67,002399.SZ,海普瑞,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.04787806898116469,0.0,2019-04-29 00:00:00,2019-06-28 00:00:00,2019-07-01 00:00:00,True
117,002603.SZ,以岭药业,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.061022085079562076,0.0,2019-04-25 00:00:00,2019-06-28 00:00:00,2019-07-01 00:00:00,True
112,000738.SZ,航发控制,去年有分红，今年已有预案，预测派息日和股权登记日,0.04,0.03056766586471837,0.0,2019-03-26 00:00:00,2019-06-28 00:00:00,2019-07-01 00:00:00,True
102,601311.SH,骆驼股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.09310779189520434,0.0,2019-04-12 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
276,002183.SZ,怡亚通,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.03995761956774231,0.0,2019-04-18 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
413,600312.SH,平高电气,去年有分红，今年已有预案，预测派息日和股权登记日,0.064,0.06838396272026148,0.0,2019-04-25 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
461,002371.SZ,北方华创,去年有分红，今年已有预案，预测派息日和股权登记日,0.052,0.01266004066109818,0.0,2019-04-24 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
375,300002.SZ,神州泰岳,去年有分红，今年无预案无公告，预测分红情况,0.0026592154408783607,0.004728747011271711,,,2019-07-02 00:00:00,2019-07-02 00:00:00,True
75,600739.SH,辽宁成大,去年有分红，今年无预案无公告，预测分红情况,0.2469928435917317,0.3629721093459837,,,2019-07-03 00:00:00,2019-07-03 00:00:00,True
82,002482.SZ,广田集团,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.02499879512185503,0.0,2019-04-20 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
156,601958.SH,金钼股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.12106392030728762,0.0,2019-04-12 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
200,600098.SH,广州发展,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.06996673455300001,0.0,2019-04-12 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
307,002672.SZ,东江环保,去年有分红，今年已有预案，预测派息日和股权登记日,0.14,0.08018587092538036,0.0,2019-03-29 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
441,600572.SH,康恩贝,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.3750307459445613,0.0,2019-04-25 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
198,600718.SH,东软集团,去年有分红，今年无预案无公告，预测分红情况,0.007308936609265904,0.008235057436721514,,,2019-07-04 00:00:00,2019-07-04 00:00:00,True
268,600060.SH,海信电器,去年有分红，今年已有预案，预测派息日和股权登记日,0.09,0.08581995967128199,0.0,2019-04-30 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
358,002191.SZ,劲嘉股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,0.35728304561753765,0.0,2019-04-18 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
60,601326.SH,秦港股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.077,0.11198773836448257,0.0,2019-03-28 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
316,600823.SH,世茂股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.26,0.4859132727341177,0.0,2019-03-22 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
51,000778.SZ,新兴铸管,去年有分红，今年已有预案，预测派息日和股权登记日,0.2,0.721122400601507,0.0,2019-04-02 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
210,002544.SZ,杰赛科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.01358064097641818,0.0,2019-04-26 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
39,600755.SH,厦门国贸,去年有分红，今年已有预案，预测派息日和股权登记日,0.27,0.43275663860223434,0.0,2019-04-19 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
110,600039.SH,四川路桥,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.13776199049777718,0.0,2019-04-20 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
340,000869.SZ,张裕A,去年有分红，今年已有预案，预测派息日和股权登记日,0.6,0.1049858327187177,0.0,2019-04-20 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
93,600325.SH,华发股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.3197630098409086,0.0,2019-04-16 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
36,000758.SZ,中色股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.015,0.026863505175589775,0.0,2019-04-23 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
85,600195.SH,中牧股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.242,0.08994327070570324,0.4,2019-04-30 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
371,002709.SZ,天赐材料,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.04343866170588875,0.6,2019-04-23 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
342,600996.SH,贵广网络,去年有分红，今年已有预案，预测派息日和股权登记日,0.09,0.04033392061472881,0.0,2019-04-26 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
219,002266.SZ,浙富控股,去年有分红，今年已有预案，预测派息日和股权登记日,0.01,0.02091340787451033,0.0,2019-04-30 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
122,002074.SZ,国轩高科,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.07779551715971694,0.0,2019-04-30 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
400,600967.SH,内蒙一机,去年有分红，今年已有预案，预测派息日和股权登记日,0.032,0.03425566587743378,0.0,2019-04-30 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
6,002573.SZ,清新环境,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.08768099894814524,0.0,2019-04-27 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
350,300159.SZ,新研股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.021,0.024315124636380317,0.0,2019-04-16 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
369,300055.SZ,万邦达,去年有分红，今年已有预案，预测派息日和股权登记日,0.015,0.013970041238345096,0.0,2019-04-26 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
163,002048.SZ,宁波华翔,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.09905413965660669,0.0,2019-04-24 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
220,002375.SZ,亚厦股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.042,0.036389585897384814,0.0,2019-04-30 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
196,002251.SZ,步步高,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.05552522718131606,0.0,2019-04-20 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
174,600525.SH,长园集团,去年有分红，今年无预案无公告，预测分红情况,0.007412525625396533,0.008662139896693682,,,2019-07-11 00:00:00,2019-07-11 00:00:00,True
162,002212.SZ,南洋股份,去年有分红，今年无预案无公告，预测分红情况,0.03734500388153685,0.029053982547514477,,,2019-07-11 00:00:00,2019-07-11 00:00:00,True
160,600737.SH,中粮糖业,去年有分红，今年无预案无公告，预测分红情况,0.06544831127448085,0.08763603064853306,,,2019-07-11 00:00:00,2019-07-11 00:00:00,True
339,000983.SZ,西山煤电,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,0.5966588844008369,0.0,2019-04-23 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
178,600639.SH,浦东金桥,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,0.13002722254084617,0.0,2019-04-13 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
176,601717.SH,郑煤机,去年有分红，今年已有预案，预测派息日和股权登记日,0.145,0.1920896430486282,0.0,2019-03-27 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
291,601872.SH,招商轮船,去年有分红，今年已有预案，预测派息日和股权登记日,0.058,0.18180186472738885,0.0,2019-04-11 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
293,600872.SH,中炬高新,去年有分红，今年已有预案，预测派息日和股权登记日,0.23,0.16446469746379366,0.0,2019-03-30 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
432,600026.SH,中远海能,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.03216474313105404,0.0,2019-03-28 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
433,002093.SZ,国脉科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.015,0.007648951136203152,0.0,2019-04-26 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
152,000732.SZ,泰禾集团,去年有分红，今年已有预案，预测派息日和股权登记日,0.22,0.13710993039819488,1.0,2019-04-13 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
109,600648.SH,外高桥,去年有分红，今年已有预案，预测派息日和股权登记日,0.22,0.1036523880380797,0.0,2019-04-27 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
76,000729.SZ,燕京啤酒,去年有分红，今年已有预案，预测派息日和股权登记日,0.022,0.040812542459071476,0.0,2019-04-27 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
173,000564.SZ,供销大集,去年有分红，今年无预案无公告，预测分红情况,0.0031714384594568813,0.007395382901231904,,,2019-07-12 00:00:00,2019-07-12 00:00:00,True
57,002064.SZ,华峰氨纶,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.03899824512189344,0.0,2019-04-24 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
364,600329.SH,中新药业,去年有分红，今年已有预案，预测派息日和股权登记日,0.22,0.09064880200668986,0.0,2019-03-30 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
363,002701.SZ,奥瑞金,去年有分红，今年无预案无公告，预测分红情况,0.05832696468453459,0.14680513918661245,,,2019-07-12 00:00:00,2019-07-12 00:00:00,True
121,600978.SH,宜华生活,去年有分红，今年已有预案，预测派息日和股权登记日,0.027,0.04130153659590344,0.0,2019-04-27 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
287,000998.SZ,隆平高科,去年有分红，今年已有预案，预测派息日和股权登记日,0.2,0.1689834281010156,0.0,2019-04-29 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
150,600348.SH,阳泉煤业,去年有分红，今年已有预案，预测派息日和股权登记日,0.28,0.42309102887208133,0.0,2019-04-13 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
194,601611.SH,中国核建,去年有分红，今年已有预案，预测派息日和股权登记日,0.056,0.05481627488230927,0.0,2019-04-26 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
95,600545.SH,卓郎智能,去年有分红，今年已有预案，预测派息日和股权登记日,0.1293,0.09585800259168353,0.0,2019-04-26 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
454,002640.SZ,跨境通,去年有分红，今年已有预案，预测派息日和股权登记日,0.045,0.052182076462875766,0.0,2019-04-30 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
286,002437.SZ,誉衡药业,去年有分红，今年已有预案，预测派息日和股权登记日,0.012,0.015993492589645716,0.0,2019-04-24 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
2,002589.SZ,瑞康医药,去年有分红，今年已有预案，预测派息日和股权登记日,0.052,0.05945394859186651,0.0,2019-04-30 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
9,600804.SH,鹏博士,去年有分红，今年无预案无公告，预测分红情况,0.08183528673854858,0.1493138320883981,,,2019-07-17 00:00:00,2019-07-17 00:00:00,True
25,000761.SZ,本钢板材,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.0773148097957817,0.0,2019-04-19 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
24,600460.SH,士兰微,去年有分红，今年已有预案，预测派息日和股权登记日,0.04,0.041827253020660475,0.0,2019-03-30 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
70,600393.SH,粤泰股份,去年有分红，今年无预案无公告，预测分红情况,0.04857620197061081,0.05787807715574529,,,2019-07-17 00:00:00,2019-07-17 00:00:00,True
290,002254.SZ,泰和新材,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.026615393365289258,0.0,2019-04-22 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
81,600895.SH,张江高科,去年有分红，今年已有预案，预测派息日和股权登记日,0.11,0.11158593918928225,0.0,2019-04-20 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
217,600317.SH,营口港,去年有分红，今年已有预案，预测派息日和股权登记日,0.047,0.11586669564525202,0.0,2019-03-27 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
258,000581.SZ,威孚高科,去年有分红，今年已有预案，预测派息日和股权登记日,1.2,0.9295877596491084,0.0,2019-04-23 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
133,300058.SZ,蓝色光标,去年有分红，今年已有预案，预测派息日和股权登记日,0.0335516,0.08373071529071031,0.0,2019-04-25 00:00:00,2019-07-17 00:00:00,2019-07-18 00:00:00,True
405,600216.SH,浙江医药,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.12975121932701003,0.0,2019-04-24 00:00:00,2019-07-17 00:00:00,2019-07-18 00:00:00,True
410,000039.SZ,中集集团,去年有分红，今年已有预案，预测派息日和股权登记日,0.55,0.6228411707998852,0.2,2019-03-28 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
288,600748.SH,上实发展,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.041755329007667354,0.0,2019-03-27 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
185,000066.SZ,中国长城,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.11899372510546971,0.0,2019-04-30 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
373,300297.SZ,蓝盾股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.032,0.029853178100399617,0.0,2019-04-29 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
366,600316.SH,洪都航空,去年有分红，今年已有预案，预测派息日和股权登记日,0.012,0.007695611345265398,0.0,2019-03-21 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
