,股票代码,股票名称,状态,税前派息,分红点数,每股转送,预案公告日,股权登记日,派息日,是否预测
46,002001.SZ,新和成,去年有分红，今年已有预案，预测派息日和股权登记日,0.7,0.25982504272466345,0.0,2019-04-29 00:00:00,2019-07-01 00:00:00,2019-07-01 00:00:00,True
91,600690.SH,青岛海尔,去年有分红，今年已有预案，预测派息日和股权登记日,0.351,0.38715630135114515,0.0,2019-04-30 00:00:00,2019-07-01 00:00:00,2019-07-01 00:00:00,True
212,000728.SZ,国元证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.09185178243485483,0.0,2019-03-26 00:00:00,2019-06-28 00:00:00,2019-07-01 00:00:00,True
259,300433.SZ,蓝思科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.025,0.00875208770027105,0.0,2019-04-26 00:00:00,2019-06-28 00:00:00,2019-07-01 00:00:00,True
236,000425.SZ,徐工机械,去年有分红，今年已有预案，预测派息日和股权登记日,0.06,0.08038047781964452,0.0,2019-04-30 00:00:00,2019-07-01 00:00:00,2019-07-01 00:00:00,True
176,601998.SH,中信银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.23,0.22981684944684172,0.0,2019-03-27 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
25,002714.SZ,牧原股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.012917030153947306,0.0,2019-03-27 00:00:00,2019-07-01 00:00:00,2019-07-02 00:00:00,True
59,600926.SH,杭州银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.25,0.15030871441786497,0.0,2019-04-26 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
18,002146.SZ,荣盛发展,去年有分红，今年已有预案，预测派息日和股权登记日,0.45,0.22216949064924968,0.0,2019-04-03 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
11,601111.SH,中国国航,去年有分红，今年已有预案，预测派息日和股权登记日,0.10328,0.08892547518644349,0.0,2019-03-28 00:00:00,2019-07-02 00:00:00,2019-07-03 00:00:00,True
49,002024.SZ,苏宁易购,去年有分红，今年已有预案，预测派息日和股权登记日,0.12,0.12908093391486938,0.0,2019-03-30 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
160,002555.SZ,三七互娱,去年有分红，今年已有预案，预测派息日和股权登记日,0.2,0.059433804818330424,0.0,2019-04-26 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
94,600089.SH,特变电工,去年有分红，今年已有预案，预测派息日和股权登记日,0.18,0.19803204875860989,0.0,2019-04-16 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
71,600016.SH,民生银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.345,3.481376833030659,0.0,2019-03-30 00:00:00,2019-07-03 00:00:00,2019-07-04 00:00:00,True
302,603160.SH,汇顶科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.5,0.02059398674208757,0.0,2019-04-13 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
294,000625.SZ,长安汽车,去年有分红，今年已有预案，预测派息日和股权登记日,0.018,0.013677535974801173,0.0,2019-04-23 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
190,601788.SH,光大证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.052579337370854316,0.0,2019-03-28 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
251,601800.SH,中国交建,去年有分红，今年已有预案，预测派息日和股权登记日,0.23077,0.324719211506888,0.0,2019-03-30 00:00:00,2019-07-04 00:00:00,2019-07-05 00:00:00,True
67,000413.SZ,东旭光电,去年有分红，今年已有预案，预测派息日和股权登记日,0.07,0.08263407852183963,0.0,2019-04-30 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
63,601088.SH,中国神华,去年有分红，今年已有预案，预测派息日和股权登记日,0.88,0.6780420241704208,0.0,2019-03-23 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
246,002558.SZ,巨人网络,去年有分红，今年已有预案，预测派息日和股权登记日,0.17,0.029957511327461498,0.0,2019-04-27 00:00:00,2019-07-05 00:00:00,2019-07-08 00:00:00,True
213,600795.SH,国电电力,去年有分红，今年已有预案，预测派息日和股权登记日,0.04,0.13796544658912413,0.0,2019-04-16 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
216,600958.SH,东方证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.12312232297162318,0.0,2019-03-29 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
60,601225.SH,陕西煤业,去年有分红，今年已有预案，预测派息日和股权登记日,0.33,0.3885867928080012,0.0,2019-04-11 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
51,600919.SH,江苏银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.34,0.6964728218296731,0.0,2019-04-27 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
79,600522.SH,中天科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.07007700118319084,0.0,2019-04-29 00:00:00,2019-07-08 00:00:00,2019-07-09 00:00:00,True
19,601108.SH,财通证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.07,0.049725352940617515,0.0,2019-04-27 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
152,600038.SH,中直股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.26,0.023124498224898003,0.0,2019-03-21 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
211,600383.SH,金地集团,去年有分红，今年已有预案，预测派息日和股权登记日,0.6,0.7733930838016013,0.0,2019-04-30 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
88,002065.SZ,东华软件,去年有分红，今年已有预案，预测派息日和股权登记日,0.1,0.05585083065401584,0.0,2019-04-30 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
146,002411.SZ,延安必康,去年有分红，今年无预案无公告，预测分红情况,0.03639843999270891,0.00848924819377186,,,2019-07-10 00:00:00,2019-07-10 00:00:00,True
206,601212.SH,白银有色,去年有分红，今年无预案无公告，预测分红情况,0.0023243406707180317,0.0005661647361206618,,,2019-07-10 00:00:00,2019-07-10 00:00:00,True
144,600415.SH,小商品城,去年有分红，今年已有预案，预测派息日和股权登记日,0.06,0.048202213245587905,0.0,2019-04-26 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,True
226,000001.SZ,平安银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.145,0.3483460853236499,0.0,2019-03-07 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
165,600029.SH,南方航空,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.055720448318045845,0.0,2019-03-30 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
3,600010.SH,包钢股份,去年有分红，今年已有预案，预测派息日和股权登记日,0.007,0.04740441278261093,0.0,2019-04-19 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
215,600606.SH,绿地控股,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,0.31734225164657204,0.0,2019-04-23 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
197,002142.SZ,宁波银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.4,0.3070336224118678,0.0,2019-03-30 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
177,601992.SH,金隅集团,去年有分红，今年已有预案，预测派息日和股权登记日,0.055,0.0714648080931591,0.0,2019-03-29 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
116,600036.SH,招商银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.94,3.387793958875992,0.0,2019-03-23 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
222,601169.SH,北京银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.286,1.0711043614798426,0.0,2019-04-25 00:00:00,2019-07-10 00:00:00,2019-07-11 00:00:00,True
96,600004.SH,白云机场,去年有分红，今年已有预案，预测派息日和股权登记日,0.17,0.051496503682868726,0.0,2019-04-30 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
93,300072.SZ,三聚环保,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.010509994490265488,0.0,2019-04-16 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
92,600208.SH,新湖中宝,去年有分红，今年已有预案，预测派息日和股权登记日,0.059,0.07375905669746055,0.0,2019-04-27 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
78,002310.SZ,东方园林,去年有分红，今年已有预案，预测派息日和股权登记日,0.094,0.03700785560103317,0.0,2019-04-22 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
155,601398.SH,工商银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.2506,1.8234550959539846,0.0,2019-03-29 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,True
235,601607.SH,上海医药,去年有分红，今年已有预案，预测派息日和股权登记日,0.41,0.14254145592695186,0.0,2019-03-29 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
252,000568.SZ,泸州老窖,去年有分红，今年已有预案，预测派息日和股权登记日,1.55,0.3303683120022422,0.0,2019-04-26 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
61,600332.SH,白云山,去年有分红，今年已有预案，预测派息日和股权登记日,0.424,0.06103996397829041,0.0,2019-03-18 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
229,601328.SH,交通银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,2.5409813235687566,0.0,2019-04-30 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
221,601766.SH,中国中车,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.49818740559313435,0.0,2019-03-29 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
44,600741.SH,华域汽车,去年有分红，今年已有预案，预测派息日和股权登记日,1.05,0.504135474859964,0.0,2019-03-30 00:00:00,2019-07-12 00:00:00,2019-07-15 00:00:00,True
148,601939.SH,建设银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.306,0.872627726963359,0.0,2019-03-28 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
110,600104.SH,上汽集团,去年有分红，今年已有预案，预测派息日和股权登记日,1.26,1.3024304221281733,0.0,2019-04-02 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
244,600688.SH,上海石化,去年有分红，今年已有预案，预测派息日和股权登记日,0.25,0.16145216118885825,0.0,2019-03-20 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
272,002475.SZ,立讯精密,去年有分红，今年已有预案，预测派息日和股权登记日,0.05,0.03653940387836905,0.3,2019-04-16 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
209,000783.SZ,长江证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.02620394673958228,0.0,2019-04-20 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
123,600674.SH,川投能源,去年有分红，今年已有预案，预测派息日和股权登记日,0.3,0.15480975996012844,0.0,2019-04-19 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
262,601618.SH,中国中冶,去年有分红，今年已有预案，预测派息日和股权登记日,0.07,0.12739355882512327,0.0,2019-03-30 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
83,601228.SH,广州港,去年有分红，今年已有预案，预测派息日和股权登记日,0.035,0.019570586863844077,0.0,2019-03-28 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
301,601229.SH,上海银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.45,0.7066385967126629,0.3,2019-04-20 00:00:00,2019-07-15 00:00:00,2019-07-16 00:00:00,True
2,601898.SH,中煤能源,去年有分红，今年已有预案，预测派息日和股权登记日,0.078,0.03629468207759974,0.0,2019-03-16 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
14,601186.SH,中国铁建,去年有分红，今年已有预案，预测派息日和股权登记日,0.21,0.3243908519535962,0.0,2019-03-30 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
250,000961.SZ,中南建设,去年有分红，今年已有预案，预测派息日和股权登记日,0.12,0.06663593627913371,0.0,2019-04-23 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
141,601390.SH,中国中铁,去年有分红，今年已有预案，预测派息日和股权登记日,0.128,0.34139896241669343,0.0,2019-03-30 00:00:00,2019-07-16 00:00:00,2019-07-17 00:00:00,True
290,000415.SZ,渤海租赁,去年有分红，今年无预案无公告，预测分红情况,0.0650410382084101,0.03553534967192629,,,2019-07-18 00:00:00,2019-07-18 00:00:00,True
214,601985.SH,中国核电,去年有分红，今年已有预案，预测派息日和股权登记日,0.12,0.1654837341385277,0.0,2019-04-26 00:00:00,2019-07-17 00:00:00,2019-07-18 00:00:00,True
200,600369.SH,西南证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.03,0.024923120152764593,0.0,2019-03-30 00:00:00,2019-07-18 00:00:00,2019-07-19 00:00:00,True
108,600115.SH,东方航空,去年有分红，今年无预案无公告，预测分红情况,0.025255029907558454,0.03351462509539315,,,2019-07-23 00:00:00,2019-07-23 00:00:00,True
121,600498.SH,烽火通信,去年有分红，今年已有预案，预测派息日和股权登记日,0.34,0.06921557818007416,0.0,2019-04-27 00:00:00,2019-07-23 00:00:00,2019-07-24 00:00:00,True
131,600362.SH,江西铜业,去年有分红，今年已有预案，预测派息日和股权登记日,0.2,0.0589193748922967,0.0,2019-03-28 00:00:00,2019-07-23 00:00:00,2019-07-24 00:00:00,True
179,600705.SH,中航资本,去年有分红，今年无预案无公告，预测分红情况,0.057075870903104335,0.092161218908367,,,2019-07-25 00:00:00,2019-07-25 00:00:00,True
137,600482.SH,中国动力,去年有分红，今年无预案无公告，预测分红情况,0.2345670741322896,0.04677728730266518,,,2019-07-25 00:00:00,2019-07-25 00:00:00,True
87,600027.SH,华电国际,去年有分红，今年已有预案，预测派息日和股权登记日,0.066,0.13803541638049274,0.0,2019-03-28 00:00:00,2019-07-25 00:00:00,2019-07-26 00:00:00,True
237,601216.SH,君正集团,去年有分红，今年无预案无公告，预测分红情况,0.027908107790313077,0.027328124204381344,,,2019-07-26 00:00:00,2019-07-26 00:00:00,True
264,601818.SH,光大银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.161,0.980206869277117,0.0,2019-03-29 00:00:00,2019-07-25 00:00:00,2019-07-26 00:00:00,True
220,600977.SH,中国电影,去年有分红，今年已有预案，预测派息日和股权登记日,0.281,0.062050996937746926,0.0,2019-04-27 00:00:00,2019-07-26 00:00:00,2019-07-29 00:00:00,True
279,000338.SZ,潍柴动力,去年有分红，今年已有预案，预测派息日和股权登记日,0.28,0.3718029962604297,0.0,2019-03-26 00:00:00,2019-07-29 00:00:00,2019-07-30 00:00:00,True
72,600339.SH,中油工程,去年有分红，今年已有预案，预测派息日和股权登记日,0.052,0.026393726814827677,0.0,2019-04-23 00:00:00,2019-07-29 00:00:00,2019-07-30 00:00:00,True
173,600837.SH,海通证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.15,0.3421696554204231,0.0,2019-03-28 00:00:00,2019-07-30 00:00:00,2019-07-31 00:00:00,True
17,300136.SZ,信维通信,去年有分红，今年无预案无公告，预测分红情况,0.09177830322719348,0.02087350290129427,,,2019-07-31 00:00:00,2019-07-31 00:00:00,True
277,601901.SH,方正证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.026,0.03275419235182302,0.0,2019-03-30 00:00:00,2019-07-31 00:00:00,2019-08-01 00:00:00,True
64,600196.SH,复星医药,去年有分红，今年已有预案，预测派息日和股权登记日,0.32,0.1020608256446598,0.0,2019-03-26 00:00:00,2019-08-01 00:00:00,2019-08-02 00:00:00,True
286,600886.SH,国投电力,去年有分红，今年已有预案，预测派息日和股权登记日,0.225,0.22116048977669014,0.0,2019-03-29 00:00:00,2019-08-05 00:00:00,2019-08-06 00:00:00,True
150,601601.SH,中国太保,去年有分红，今年已有预案，预测派息日和股权登记日,1.0,0.7952520508037734,0.0,2019-03-25 00:00:00,2019-08-06 00:00:00,2019-08-07 00:00:00,True
135,002739.SZ,万达电影,去年有分红，今年无预案无公告，预测分红情况,0.08429633084711464,0.020288305856843013,,,2019-08-07 00:00:00,2019-08-07 00:00:00,True
207,600085.SH,同仁堂,去年有分红，今年已有预案，预测派息日和股权登记日,0.26,0.054078722235005074,0.0,2019-03-26 00:00:00,2019-08-06 00:00:00,2019-08-07 00:00:00,True
24,601009.SH,南京银行,去年有分红，今年已有预案，预测派息日和股权登记日,0.392,0.6844274792715794,0.0,2019-04-30 00:00:00,2019-08-06 00:00:00,2019-08-07 00:00:00,True
56,600489.SH,中金黄金,去年有分红，今年已有预案，预测派息日和股权登记日,0.02,0.009404030348566,0.0,2019-04-27 00:00:00,2019-08-06 00:00:00,2019-08-07 00:00:00,True
9,000423.SZ,东阿阿胶,去年有分红，今年已有预案，预测派息日和股权登记日,1.0,0.1410680620477036,0.0,2019-03-14 00:00:00,2019-08-07 00:00:00,2019-08-08 00:00:00,True
20,601198.SH,东兴证券,去年有分红，今年已有预案，预测派息日和股权登记日,0.11,0.0452091242464186,0.0,2019-04-27 00:00:00,2019-08-07 00:00:00,2019-08-08 00:00:00,True
139,002202.SZ,金风科技,去年有分红，今年已有预案，预测派息日和股权登记日,0.25,0.19238088277259294,0.0,2019-03-30 00:00:00,2019-08-07 00:00:00,2019-08-08 00:00:00,True
42,601336.SH,新华保险,去年有分红，今年已有预案，预测派息日和股权登记日,0.77,0.21666579345413742,0.0,2019-03-21 00:00:00,2019-08-08 00:00:00,2019-08-09 00:00:00,True
261,600637.SH,东方明珠,去年有分红，今年已有预案，预测派息日和股权登记日,0.27,0.15815111917812277,0.0,2019-04-30 00:00:00,2019-08-09 00:00:00,2019-08-12 00:00:00,True
305,000553.SZ,安道麦A,去年有分红，今年已有预案，预测派息日和股权登记日,0.097,0.009998032862960847,0.0,2019-03-21 00:00:00,2019-08-13 00:00:00,2019-08-14 00:00:00,True
156,000776.SZ,广发证券,去年有分红，今年无预案无公告，预测分红情况,0.28524737800155603,0.25940384565245495,,,2019-08-14 00:00:00,2019-08-14 00:00:00,True
111,601989.SH,中国重工,去年有分红，今年已有预案，预测派息日和股权登记日,0.009,0.023459781430683967,0.0,2019-04-27 00:00:00,2019-08-14 00:00:00,2019-08-15 00:00:00,True
98,002594.SZ,比亚迪,去年有分红，今年已有预案，预测派息日和股权登记日,0.204,0.0484808100901205,0.0,2019-03-28 00:00:00,2019-08-15 00:00:00,2019-08-16 00:00:00,True
0,600809.SH,山西汾酒,去年有分红，今年已有预案，预测派息日和股权登记日,0.75,0.05473715186431748,0.0,2019-04-27 00:00:00,2019-08-15 00:00:00,2019-08-16 00:00:00,True
