,index_code,code,date,free_shares,close,total_shares,free_shares_pct,revised_free_shares_pct,revised_free_shares_value,weight
69,000905.SH,000988.SZ,20190603,72696.7639,14.93,100550.2707,0.722989241,0.8,1200972.433,0.3203028
70,000905.SH,601127.SH,20190603,20550.9474,12.84,94138.4392,0.218305589,0.3,362621.2678,0.0967121
71,000905.SH,002399.SZ,20190603,27838.4925,20.23,124720.1704,0.223207621,0.3,756926.7142,0.2018745
72,000905.SH,000999.SZ,20190603,35582.5676,27.2,97890,0.36349543,0.4,1065043.2,0.2840501
73,000905.SH,002244.SZ,20190603,128041.3018,4.08,311144.389,0.411517309,0.5,634734.5536,0.1692855
74,000905.SH,600393.SH,20190603,90820.5552,4.27,253624.787,0.358090218,0.4,433191.1362,0.1155333
75,000905.SH,000060.SZ,20190603,241596.6172,4.73,356968.5327,0.67680088,0.7,1181922.812,0.3152222
76,000905.SH,600839.SH,20190603,350108.8545,3.05,461624.4222,0.758427929,0.8,1126363.59,0.3004044
77,000905.SH,600750.SH,20190603,23928.5676,16.39,42000,0.5697278,0.6,413028,0.1101558
78,000905.SH,000563.SZ,20190603,171766.0622,4.28,396401.2846,0.433313586,0.5,848298.749,0.2262437
79,000905.SH,600307.SH,20190603,283175.6474,2.02,626335.7424,0.452114782,0.5,632599.0998,0.168716
80,000905.SH,600739.SH,20190603,115727.4884,12.45,152970.9816,0.756532299,0.8,1523590.977,0.4063461
81,000905.SH,000729.SZ,20190603,114794.393,6.69,281853.9341,0.407283274,0.5,942801.4096,0.2514479
82,000905.SH,600258.SH,20190603,44919.8086,16.3,97889.1302,0.458884541,0.5,797796.4111,0.2127746
83,000905.SH,000528.SZ,20190603,95100.1261,6.54,147409.7776,0.645141236,0.7,674841.9619,0.1799823
84,000905.SH,600266.SH,20190603,91102.3847,9.61,156704,0.581366045,0.6,903555.264,0.2409808
85,000905.SH,002340.SZ,20190603,331770.8953,4.45,415092.6073,0.799269583,0.8,1477729.682,0.3941148
86,000905.SH,600895.SH,20190603,76265.295,20.25,154868.955,0.492450504,0.5,1568048.169,0.418203
87,000905.SH,002482.SZ,20190603,49865.5128,5.16,153727.9657,0.324375026,0.4,317294.5212,0.0846234
88,000905.SH,600260.SH,20190603,50980.3603,17.39,71479.6449,0.713215075,0.8,994424.8198,0.265216
89,000905.SH,000987.SZ,20190603,24943.0408,9.17,275288.4754,0.09060692,0.1,252439.5319,0.0673264
90,000905.SH,600195.SH,20190603,28935.0873,12.74,60172,0.480872953,0.5,383295.64,0.1022261
91,000905.SH,601068.SH,20190603,10844.875,6.73,295906.6667,0.036649647,0.04,79658.07468,0.021245
92,000905.SH,600373.SH,20190603,62239.8993,13.05,137794.0025,0.451688014,0.5,899105.8663,0.2397941
93,000905.SH,600179.SH,20190603,58224.4202,4.79,148697.9915,0.391561578,0.4,284905.3517,0.0759851
94,000905.SH,002174.SZ,20190603,44380.2907,17.04,88846.7873,0.499514862,0.5,756974.6278,0.2018873
95,000905.SH,601003.SH,20190603,44836.0065,5.79,256279.32,0.174949764,0.2,296771.4526,0.0791498
96,000905.SH,000156.SZ,20190603,54686.8435,11.26,143335.1902,0.381531175,0.4,645581.6967,0.1721785
97,000905.SH,000158.SZ,20190603,77105.2444,5.58,165287.4961,0.466491696,0.5,461152.1141,0.1229906
98,000905.SH,600169.SH,20190603,170288.7275,2.62,256395.5,0.66416426,0.7,470229.347,0.1254115
99,000905.SH,600325.SH,20190603,150435.8003,7.92,211764.7116,0.71039126,0.8,1341741.213,0.3578463
100,000905.SH,002465.SZ,20190603,150123.2835,9.57,230694.3384,0.650745417,0.7,1545421.373,0.4121684
101,000905.SH,600545.SH,20190603,50727.4075,7.36,189541.2995,0.267632477,0.3,418507.1893,0.1116171
102,000905.SH,600765.SH,20190603,47049.8869,8.98,77800.32,0.604751843,0.7,489052.8115,0.1304318
103,000905.SH,600729.SH,20190603,22329.3341,29.5,40652.8465,0.54926865,0.6,719555.3831,0.1919075
104,000905.SH,000829.SZ,20190603,55931.9427,5.6,103732.5399,0.539193803,0.6,348541.3341,0.092957
105,000905.SH,002831.SZ,20190603,25815.6448,17.93,87709.8616,0.294330014,0.3,471791.3455,0.1258281
106,000905.SH,002463.SZ,20190603,109613.943,9.95,172512.0663,0.635398702,0.7,1201546.542,0.3204559
107,000905.SH,300274.SZ,20190603,87823.6581,9.63,145814.86,0.602295665,0.7,982937.9713,0.2621524
108,000905.SH,601311.SH,20190603,41453.3492,11.63,86381.591,0.479886382,0.5,502308.9517,0.1339673
109,000905.SH,002382.SZ,20190603,21086.1002,12.99,96403.1086,0.218728426,0.3,375682.9142,0.1001957
110,000905.SH,000685.SZ,20190603,57994.6553,8.51,147511.1351,0.393154424,0.4,502127.9039,0.133919
111,000905.SH,002030.SZ,20190603,51159.0053,10.63,79741.2519,0.641562605,0.7,593354.6554,0.1582494
112,000905.SH,601333.SH,20190603,302278.57,3.15,708353.7,0.426733947,0.5,1115657.078,0.297549
113,000905.SH,002572.SZ,20190603,54703.126,18.39,92342.631,0.592392976,0.6,1018908.59,0.2717459
114,000905.SH,600757.SH,20190603,52850.0866,6.67,121365.0273,0.435463888,0.5,404752.366,0.1079486
115,000905.SH,600648.SH,20190603,33266.4508,21.09,113534.9124,0.293006355,0.3,718335.3908,0.1915821
116,000905.SH,600039.SH,20190603,210880.1976,3.57,361052.551,0.584070648,0.6,773374.5642,0.2062612
117,000905.SH,000031.SZ,20190603,95636.8668,6.14,392587.0338,0.243606789,0.3,723145.3163,0.1928649
118,000905.SH,000738.SZ,20190603,53626.3341,13.8,114564.2349,0.468089663,0.5,790493.2208,0.2108268
119,000905.SH,601100.SH,20190603,25814.2992,30.51,88200,0.292679129,0.3,807294.6,0.2153078
120,000905.SH,002470.SZ,20190603,134256.8417,3.97,329062.2729,0.407998281,0.5,653188.6117,0.1742073
121,000905.SH,600811.SH,20190603,261289.9446,3.81,371457.6124,0.703417929,0.8,1132202.803,0.3019618
122,000905.SH,603198.SH,20190603,16273.415,16.99,80000,0.203417688,0.3,407760,0.1087508
123,000905.SH,002603.SZ,20190603,47482.5148,11.47,120630.6583,0.393618964,0.4,553453.4603,0.1476076
124,000905.SH,002444.SZ,20190603,50851.6885,9.42,107524.77,0.472929991,0.5,506441.6667,0.1350695
125,000905.SH,603569.SH,20190603,7723.5071,12.65,56001.6164,0.137915789,0.14,99178.86264,0.0264513
126,000905.SH,600511.SH,20190603,26809.8528,22.27,76440.4391,0.35072866,0.4,680931.4315,0.1816064
127,000905.SH,002366.SZ,20190603,47567.2088,9.95,86705.735,0.548605104,0.6,517633.238,0.1380543
128,000905.SH,000878.SZ,20190603,77892.2238,9.97,169967.856,0.458276204,0.5,847289.7622,0.2259746
129,000905.SH,600978.SH,20190603,103909.2213,3.69,148287.0004,0.700730482,0.8,437743.2252,0.1167474
130,000905.SH,002074.SZ,20190603,66767.1808,12.54,113665.0819,0.587402742,0.6,855216.0762,0.2280886
131,000905.SH,002004.SZ,20190603,145787.6145,4.95,197991.9191,0.736331135,0.8,784047.9996,0.2091079
132,000905.SH,002491.SZ,20190603,68803.1363,8.19,126155.3144,0.545384367,0.6,619927.215,0.1653364
133,000905.SH,603816.SH,20190603,8932.1293,30.39,60212.7142,0.148342911,0.15,274479.6577,0.0732045
134,000905.SH,000552.SZ,20190603,113253.5682,2.76,228697.105,0.495212076,0.5,315602.0049,0.084172
135,000905.SH,000959.SZ,20190603,69795.3229,3.52,528938.96,0.131953454,0.14,260661.1195,0.0695191
136,000905.SH,600298.SH,20190603,44800.7622,29.03,82408.0943,0.543645167,0.6,1435384.187,0.3828211
137,000905.SH,000426.SZ,20190603,68166.7971,5.07,186850.0557,0.364820855,0.4,378931.913,0.1010622
138,000905.SH,000587.SZ,20190603,84554.2658,2.12,212374.933,0.398136751,0.4,180093.9432,0.0480316
139,000905.SH,000750.SZ,20190603,267884.0002,4.88,421554.1972,0.63546752,0.7,1440029.138,0.3840599
140,000905.SH,603077.SH,20190603,474858.5615,1.84,883125.0228,0.537702533,0.6,974970.0252,0.2600273
141,000905.SH,000547.SZ,20190603,97042.003,9.65,160567.8881,0.604367437,0.7,1084636.084,0.2892756
142,000905.SH,002118.SZ,20190603,72086.1839,7.91,128075.9826,0.562839202,0.6,607848.6134,0.162115
143,000905.SH,600801.SH,20190603,41070.4753,18.64,209659.9855,0.195890862,0.2,781612.4259,0.2084583
144,000905.SH,300244.SZ,20190603,35758.7875,16.15,62045.8296,0.576328622,0.6,601224.0888,0.1603482
145,000905.SH,300058.SZ,20190603,188147.2272,4.07,245701.0051,0.765756848,0.8,800002.4726,0.213363
146,000905.SH,600267.SH,20190603,55822.3345,9.39,96553.1842,0.57815115,0.6,543980.6398,0.1450812
147,000905.SH,002707.SZ,20190603,45015.6064,5.86,88541.6974,0.508411378,0.6,311312.6081,0.083028
148,000905.SH,002390.SZ,20190603,98766.8341,5.35,166722.8611,0.592401267,0.6,535180.3841,0.1427342
149,000905.SH,600126.SH,20190603,49068.998,5.17,337718.9083,0.145295383,0.15,261901.0134,0.0698498
150,000905.SH,601678.SH,20190603,109000.0845,6.5,154440,0.705776253,0.8,803088,0.2141859
151,000905.SH,601615.SH,20190603,27590,10.84,137972.2378,0.199967765,0.2,299123.8116,0.0797772
152,000905.SH,002223.SZ,20190603,54391.5756,23.13,100247.6929,0.542571844,0.6,1391237.482,0.3710471
153,000905.SH,603877.SH,20190603,5475.809,16.23,48075.93,0.11389918,0.12,93632.68127,0.0249721
154,000905.SH,002281.SZ,20190603,34281.3441,27.39,67703.1918,0.506347532,0.6,1112634.254,0.2967428
155,000905.SH,000025.SZ,20190603,9124.3048,20.45,43105.832,0.211672165,0.3,264454.2793,0.0705307
156,000905.SH,300253.SZ,20190603,108906.796,12.21,162432.543,0.670473995,0.7,1388310.945,0.3702665
157,000905.SH,002056.SZ,20190603,72747.2735,7.63,164360,0.442609354,0.5,627033.4,0.1672316
158,000905.SH,600580.SH,20190603,67903.2589,9.41,129315.9586,0.525095739,0.6,730117.9023,0.1947246
159,000905.SH,600959.SH,20190603,203923.919,4.29,493046.0075,0.413600183,0.5,1057583.686,0.2820606
160,000905.SH,002926.SZ,20190603,114622.4047,9.68,262500,0.43665678,0.5,1270500,0.338846
161,000905.SH,600881.SH,20190603,281857.0123,3.22,324891.3588,0.867542348,1,1046150.175,0.2790113
162,000905.SH,002815.SZ,20190603,21890.916,14.51,83329.812,0.262702093,0.3,362734.6716,0.0967424
163,000905.SH,300133.SZ,20190603,94764.7781,6.24,177327.7521,0.534404666,0.6,663915.1039,0.1770681
164,000905.SH,600348.SH,20190603,100196.176,5.61,240500,0.416616116,0.5,674602.5,0.1799184
165,000905.SH,601718.SH,20190603,201981.6654,3.63,439162.9404,0.459924203,0.5,797080.7368,0.2125837
166,000905.SH,000732.SZ,20190603,46473.6972,15.32,124445.072,0.373447469,0.4,762599.4012,0.2033875
167,000905.SH,600022.SH,20190603,552910.5486,1.67,1094654.962,0.505100299,0.6,1096844.272,0.2925315
168,000905.SH,600745.SH,20190603,20770.5028,35.15,63726.6387,0.325931247,0.4,895996.5401,0.2389649
169,000905.SH,000960.SZ,20190603,91768.0264,11.09,166877.6379,0.549912065,0.6,1110403.803,0.2961479
170,000905.SH,000727.SZ,20190603,227861.8416,2.09,452956.698,0.50305436,0.6,568007.6993,0.1514893
171,000905.SH,002285.SZ,20190603,99686.1107,4.66,204297.0972,0.48794678,0.5,476012.2365,0.1269538
172,000905.SH,002176.SZ,20190603,117125.4559,5.01,170632.5581,0.686419152,0.7,598408.3813,0.1595972
173,000905.SH,601958.SH,20190603,80715.436,6.63,322660.44,0.250155972,0.3,641771.6152,0.1711623
174,000905.SH,600848.SH,20190603,38455.347,34.05,111991.9277,0.343376061,0.4,1525330.055,0.4068099
175,000905.SH,603025.SH,20190603,10565.103,10.24,92189.0711,0.114602554,0.12,113281.9306,0.0302126
176,000905.SH,000009.SZ,20190603,174398.7791,5.64,214934.4971,0.811404318,1,1212230.564,0.3233054
177,000905.SH,600737.SH,20190603,99459.255,8.38,213884.8228,0.465013149,0.5,896177.4075,0.2390131
178,000905.SH,601019.SH,20190603,42690,7.77,208690,0.20456179,0.3,486456.39,0.1297393
179,000905.SH,002212.SZ,20190603,54103.317,14.45,115848.3285,0.467018538,0.5,837004.1734,0.2232314
180,000905.SH,002048.SZ,20190603,44684.7139,11.11,62622.7314,0.713554214,0.8,556590.8367,0.1484444
181,000905.SH,600073.SH,20190603,58336.4598,9.69,93772.9472,0.622103299,0.7,636061.9009,0.1696395
182,000905.SH,002049.SZ,20190603,37332.9347,49.62,60681.7968,0.615224609,0.7,2107721.53,0.5621354
183,000905.SH,002434.SZ,20190603,42076.13,6.67,134000,0.31400097,0.4,357512,0.0953495
184,000905.SH,603806.SH,20190603,10360.1186,34.39,52260,0.198241841,0.2,359444.28,0.0958648
185,000905.SH,603883.SH,20190603,9469.2142,57.72,28655.6365,0.330448573,0.4,661601.3355,0.176451
186,000905.SH,000090.SZ,20190603,86843.2325,6.5,143734.2642,0.604192974,0.7,653990.9021,0.1744213
187,000905.SH,300026.SZ,20190603,168559.2869,3.41,301105.4793,0.55980146,0.6,616061.8106,0.1643055
188,000905.SH,002250.SZ,20190603,64211.3923,9.96,92498.8056,0.694186178,0.7,644901.6726,0.1719971
189,000905.SH,000537.SZ,20190603,29917.4047,6.92,186252.072,0.160628574,0.2,257772.8676,0.0687488
190,000905.SH,000564.SZ,20190603,139737.3632,2.62,600782.8231,0.232592141,0.3,472215.299,0.1259412
191,000905.SH,600525.SH,20190603,104413.637,5.85,132366.6752,0.788821181,0.8,619476.0399,0.1652161
192,000905.SH,600380.SH,20190603,101743.8093,8.11,193803.3338,0.524984825,0.6,943047.0223,0.2515134
193,000905.SH,601717.SH,20190603,96203.7619,5.61,173247.137,0.555297845,0.6,583149.8631,0.1555278
194,000905.SH,600699.SH,20190603,59163.3471,21.15,94928.9,0.62323852,0.7,1405422.365,0.3748302
195,000905.SH,600639.SH,20190603,29615.5246,14.13,112241.2893,0.263855884,0.3,475790.8253,0.1268948
196,000905.SH,600835.SH,20190603,31543.0714,16.07,102273.9308,0.308417513,0.4,657416.8272,0.175335
197,000905.SH,600536.SH,20190603,27137.2536,58.99,49456.2782,0.548712006,0.6,1750455.511,0.4668516
198,000905.SH,000932.SZ,20190603,117624.4513,6.41,301565.0025,0.390046757,0.4,773212.6664,0.2062181
199,000905.SH,600565.SH,20190603,129432.6001,3.86,243797.6284,0.530901801,0.6,564635.3074,0.1505899
200,000905.SH,000559.SZ,20190603,119737.9987,5.88,275315.9454,0.434911238,0.5,809428.8795,0.215877
201,000905.SH,000301.SZ,20190603,89526.3992,5.42,402905.3222,0.222202076,0.3,655124.0539,0.1747235
202,000905.SH,601200.SH,20190603,40461.7981,10.4,91330.7049,0.443025138,0.5,474919.6655,0.1266624
203,000905.SH,000066.SZ,20190603,173323.7542,9.58,293616.556,0.590306475,0.6,1687707.964,0.4501166
204,000905.SH,600763.SH,20190603,18824.4,80.68,32064,0.587088323,0.6,1552154.112,0.413964
205,000905.SH,603000.SH,20190603,47165.3991,18.49,110569.1056,0.426569419,0.5,1022211.381,0.2726267
206,000905.SH,002332.SZ,20190603,70649.5387,6.77,91621.2166,0.771104569,0.8,496220.5091,0.1323434
207,000905.SH,600166.SH,20190603,456821.5956,2.29,667013.129,0.684876468,0.7,1069222.046,0.2851646
208,000905.SH,600079.SH,20190603,95762.5188,9.96,135370.4302,0.707410907,0.8,1078631.588,0.2876742
209,000905.SH,002302.SZ,20190603,49510.6378,11.01,126235.4304,0.39220873,0.4,555940.8355,0.148271
210,000905.SH,600657.SH,20190603,73937.3051,4.06,285187.8595,0.259258249,0.3,347358.8129,0.0926416
211,000905.SH,600428.SH,20190603,105324.7126,3.63,214665.0771,0.490646704,0.5,389617.1149,0.103912
212,000905.SH,601611.SH,20190603,65255,7.6,262500,0.248590476,0.3,598500,0.1596217
213,000905.SH,600350.SH,20190603,116976.6196,4.75,481116.5857,0.243135704,0.3,685591.1346,0.1828491
214,000905.SH,002251.SZ,20190603,35346.6932,7.95,86390.3951,0.40915073,0.5,343401.8205,0.0915863
215,000905.SH,603369.SH,20190603,59249.0962,24.18,125450,0.472292517,0.5,1516690.5,0.4045057
216,000905.SH,600718.SH,20190603,86566.8485,12.49,124237.0295,0.696787816,0.7,1086204.349,0.2896938
217,000905.SH,002431.SZ,20190603,95352.2063,4.06,148698.545,0.641245053,0.7,422601.2649,0.112709
218,000905.SH,600098.SH,20190603,50331.8902,6.04,272619.6558,0.184623115,0.2,329324.5442,0.0878318
219,000905.SH,600410.SH,20190603,100667.4025,10.75,110231.8383,0.913233455,1,1184992.262,0.3160409
220,000905.SH,300182.SZ,20190603,163193.8636,4.44,257496.0807,0.633772223,0.7,800297.8188,0.2134417
221,000905.SH,600563.SH,20190603,11644.3076,41.74,22500,0.517524782,0.6,563490,0.1502844
222,000905.SH,002941.SZ,20190603,6500,27.32,64500,0.100775194,0.11,193835.4,0.0516965
223,000905.SH,002670.SZ,20190603,47862.225,10.76,193508.4653,0.247339179,0.3,624645.326,0.1665947
224,000905.SH,603888.SH,20190603,17646.998,20.08,51902.936,0.339999995,0.4,416884.382,0.1111843
225,000905.SH,000401.SZ,20190603,84863.4151,16.62,134752.2914,0.629773447,0.7,1567708.158,0.4181123
226,000905.SH,600125.SH,20190603,91377.407,7,130552.1874,0.699930111,0.7,639705.7183,0.1706114
227,000905.SH,002242.SZ,20190603,24751.0704,19.42,76737.1,0.322543729,0.4,596093.7928,0.1589799
228,000905.SH,002544.SZ,20190603,29971.2361,12.27,57115.722,0.524745815,0.6,420485.9454,0.1121448
229,000905.SH,603659.SH,20190603,12108.3177,45.59,43469.55,0.278547114,0.3,594533.0354,0.1585637
230,000905.SH,603225.SH,20190603,16663.6726,12.31,119122.6726,0.139886658,0.14,205296.014,0.054753
231,000905.SH,600917.SH,20190603,17158,6.99,155600,0.110269923,0.12,130517.28,0.0348093
232,000905.SH,600645.SH,20190603,29457.119,17.5,44016.1089,0.669234963,0.7,539197.334,0.1438055
233,000905.SH,601118.SH,20190603,152541.5773,5.28,427942.7797,0.356453209,0.4,903815.1507,0.2410501
234,000905.SH,000712.SZ,20190603,44666.9171,12.44,89600,0.4985147,0.5,557312,0.1486367
235,000905.SH,000021.SZ,20190603,70786.7832,8.91,147125.9363,0.481130554,0.5,655446.0462,0.1748094
236,000905.SH,600317.SH,20190603,140556.7625,2.68,647298.3003,0.217143723,0.3,520427.8334,0.1387996
237,000905.SH,002110.SZ,20190603,93341.5572,8.52,245157.6238,0.380740993,0.4,835497.1819,0.2228295
238,000905.SH,002266.SZ,20190603,153154.5002,4.7,197871.9849,0.774008005,0.8,743998.6632,0.1984266
239,000905.SH,002375.SZ,20190603,60647.693,5.47,133999.6498,0.452595907,0.5,366489.0422,0.0977437
240,000905.SH,600939.SH,20190603,40957.5584,4.88,181450,0.225723662,0.3,265642.8,0.0708477
241,000905.SH,603228.SH,20190603,14049.4813,35.94,60237.161,0.233236113,0.3,649477.0699,0.1732174
242,000905.SH,300308.SZ,20190603,8929.7187,42.07,50983.3844,0.175149587,0.2,428974.1963,0.1144087
243,000905.SH,603056.SH,20190603,21765.8855,15.08,96000,0.226727974,0.3,434304,0.1158301
244,000905.SH,002368.SZ,20190603,23083.6774,31.55,41391.4371,0.557692098,0.6,783539.9043,0.2089724
245,000905.SH,603517.SH,20190603,14320.24,34.99,57400,0.249481533,0.3,602527.8,0.1606959
246,000905.SH,000937.SZ,20190603,100390.666,3.84,353354.685,0.284107358,0.3,407064.5971,0.1085653
247,000905.SH,002507.SZ,20190603,46213.0257,28.35,78935.7241,0.585451343,0.6,1342696.667,0.3581011
248,000905.SH,002280.SZ,20190603,126677.9361,3.95,217714.9675,0.581852215,0.6,515984.473,0.1376146
249,000905.SH,600717.SH,20190603,72325.6609,7.6,167476.912,0.431854517,0.5,636412.2656,0.169733
